title,author,date,link,pdf_link
A Secure Content Caching Scheme for Disaster Backup in Fog Computing Enabled Mobile Social Networks,"Zhou Su, Qichao Xu, Jun Luo, Huayan Pu, Yan Peng, Rongxing Lu",Oct. 2018,https://ieeexplore.ieee.org/document/8395067/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8395067
A Stochastic Control Approach to Maximize Profit on Service Provisioning for Mobile Cloudlet Platforms,"Weiwei Fang, Xuening Yao, Xiaojie Zhao, Jianwei Yin, Naixue Xiong",April 2018,https://ieeexplore.ieee.org/document/7586102/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7586102
A Task-centric Mobile Cloud-based System to Enable Energy-aware Efficient Offloading,"Azzedine Boukerche, Shichao Guan, Robson Eduardo De Grande",2018,https://ieeexplore.ieee.org/document/8359090/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8359090
A cloud based dual-root trust model for secure mobile online transactions,"Li Li, Dijiang Huang, Zhidong Shen, Samia Bouzefrane",7-10 April 2013,https://ieeexplore.ieee.org/document/6555287/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6555287
A distance-based compression of 3D meshes for mobile devices,"Daeyoung Kim, Sungyeol Lee, Haeyoung Lee, Sungdae Cho",August 2008,https://ieeexplore.ieee.org/document/4637633/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4637633
A key-revocable attribute-based encryption for mobile cloud environments,"Tsukasa Ishiguro, Shinsaku Kiyomoto, Yutaka Miyake",29-31 July 2013,https://ieeexplore.ieee.org/document/7223155/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7223155
A survey of authentication methods in mobile cloud computing,"G. Reshmi, C. S. Rakshmy",14-16 Dec. 2015,https://ieeexplore.ieee.org/document/7412056/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7412056
AMES-Cloud: A Framework of Adaptive Mobile Video Streaming and Efficient Social Video Sharing in the Clouds,"Xiaofei Wang, Min Chen, Ted Taekyoung Kwon, LaurenceT. Yang, Victor C. M. Leung",June 2013,https://ieeexplore.ieee.org/document/6410040/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6410040
Adaptive Mobile Cloud Computing to Enable Rich Mobile Multimedia Applications,"Shaoxuan Wang, Sujit Dey",June 2013,https://ieeexplore.ieee.org/document/6413270/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6413270
Adaptive Multi-Resource Allocation for Cloudlet-Based Mobile Cloud Computing System,"Yanchen Liu, Myung J. Lee, Yanyan Zheng",1 Oct. 2016,https://ieeexplore.ieee.org/document/7339472/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7339472
An Anonymous End-to-End Communication Protocol for Mobile Cloud Environments,"Claudio A. Ardagna, Mauro Conti, Mario Leone, Julinda Stefa",July-Sept. 2014,https://ieeexplore.ieee.org/document/6732964/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6732964
An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications,"Giwon Lee, Haneul Ko, Sangheon Pack",1 May-June 2017,https://ieeexplore.ieee.org/document/7321044/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7321044
