title,author,date,link,pdf_link
Distributed transactions in a mobile computing system,"VR Narasayya - … IEEE Workshop on Mobile Computing Systems and …, 1994 - Citeseer",1994,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.37.2129&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.37.2129&rep=rep1&type=pdf
Utilizing mobile computing in the Wishard Memorial Hospital ambulatory service,"S Morton, O Bukhres - Proceedings of the 1997 ACM symposium on …, 1997 - dl.acm.org",1997,https://dl.acm.org/citation.cfm?id=331757,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.26.2321&rep=rep1&type=pdf
Handling mobile clients: A case for indirect interaction,"BR Badrinath, A Bakre, T Imielinski… - Proceedings of IEEE 4th …, 1993 - computer.org",1993,https://www.computer.org/csdl/proceedings/wwos/1993/4000/00/00348166.pdf,https://www.computer.org/csdl/proceedings/wwos/1993/4000/00/00348166.pdf
Transaction policies for mobile networks,"N Santos, L Veiga, P Ferreira - Policies for Distributed Systems …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1309150/,http://www.mpi-sws.mpg.de/~nsantos/papers/santos_policy04.pdf
A transaction model to improve data availability in mobile computing,"SK Madria, B Bhargava - Distributed and Parallel Databases, 2001 - Springer",2001,https://link.springer.com/article/10.1023/A:1019232412740,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/transactions/DPD_01_transaction_model_improve_data_availability.pdf
Real-time transaction management in mobile computing systems,"E Kayan, O Ulusoy - dasfaa, 1999 - computer.org",1999,https://www.computer.org/csdl/proceedings/dasfaa/1999/0084/00/00840127.pdf,https://pdfs.semanticscholar.org/ca19/03385d757a6b0d171925a4c1abb5a23ac86b.pdf
A survey of academic and commercial approaches to transaction support in mobile computing environments,"C Türker, G Zini - Technical report, 2003 - research-collection.ethz.ch",2003,https://www.research-collection.ethz.ch/handle/20.500.11850/69764,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/69764/1/eth-4740-01.pdf
Energy efficient cache invalidation in a disconnected wireless mobile environment,"N Chand, RC Joshi, M Misra - International Journal of Ad …, 2006 - inderscienceonline.com",2006,https://www.inderscienceonline.com/doi/abs/10.1504/IJAHUC.2007.011606,No PDF available
Maintaining consistency of data in mobile distributed environments,"E Pitoura, B Bhargava - … of the 15th International Conference on, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/500045/,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2126&context=cstech
Database server organization for handling mobile clients,"BR Badrinath, S Phatak - Technical Report, 1997 - Citeseer",1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.51.4974&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.51.4974&rep=rep1&type=pdf
Disconnected operations in mobile environments,"D Conan, S Chabridon, G Bernard - ipdps, 2002 - computer.org",2002,https://www.computer.org/csdl/proceedings/ipdps/2002/1573/02/15730192.pdf,https://www.researchgate.net/profile/Guy_Bernard/publication/220952929_Disconnected_Operations_in_Mobile_Environments/links/09e4150bdd26e6d1e3000000/Disconnected-Operations-in-Mobile-Environments.pdf
Data partitioning for disconnected client server databases,"SH Phatak, BR Badrinath - … on Data engineering for wireless and mobile …, 1999 - dl.acm.org",1999,https://dl.acm.org/citation.cfm?id=313422,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.25.1176&rep=rep1&type=pdf
"Transaction processing in mobile, heterogeneous database systems","JB Lim, AR Hurson - IEEE Transactions on Knowledge and …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1047771/,https://pdfs.semanticscholar.org/f7f5/bf9b6679756b2bca8cb85f1f605d6af4b031.pdf
Caching and Replication in Mobile Data Management.,"E Pitoura, PK Chrysanthis - IEEE Data Eng. Bull., 2007 - researchgate.net",2007,https://www.researchgate.net/profile/Panos_Chrysanthis/publication/220283119_Caching_and_Replication_in_Mobile_Data_Management/links/564b94c908aeab8ed5e7709d.pdf,https://www.researchgate.net/profile/Panos_Chrysanthis/publication/220283119_Caching_and_Replication_in_Mobile_Data_Management/links/564b94c908aeab8ed5e7709d.pdf
Exotica/FMDC: a workflow management system for mobile and disconnected clients,"G Alonso, R Günthör, M Kamath, D Agrawal… - Databases and Mobile …, 1996 - Springer",1996,https://link.springer.com/chapter/10.1007/978-0-585-26636-7_3,https://www.docketalarm.com/cases/PTAB/CBM2015-00099/Covered_Business_Method_Patent_Review_of_U.S._Pat._6871325/docs/03-06-2015-PET-3527/Exhibit-1012-Ex1012_Alonso_Exotica_FMDC.pdf
Information handling system and method for maintaining coherency between network servers and mobile terminals,"MS Chen, KL Wu, PS Yu - US Patent 6,128,648, 2000 - Google Patents",2000,https://patents.google.com/patent/US6128648A/en,No PDF available
Enabling cooperation among disconnected mobile users,"J Klingemann, T Tesch, J Wasch - coopis, 1997 - computer.org",1997,https://www.computer.org/csdl/proceedings/coopis/1997/7946/00/79460036.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.17.6939&rep=rep1&type=pdf
Cache invalidation scheme for mobile computing systems with real-time data,"JCH Yuen, E Chan, KY Lam, HW Leung - ACM Sigmod Record, 2000 - dl.acm.org",2000,https://dl.acm.org/citation.cfm?id=369282,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/invalidation/ACM_SIGMOD_Record_00_29_4_invalidation_real_time_data.pdf
Transmission of continuous query results in mobile computing systems,"HG Gök, Ö Ulusoy - Information Sciences, 2000 - Elsevier",2000,https://www.sciencedirect.com/science/article/pii/S0020025500000062,http://dspace.bilkent.edu.tr/bitstream/handle/11693/25042/Transmission%20of%20continuous%20query%20results%20in%20mobile%20computing%20systems.pdf?sequence=1&isAllowed=y
An approach to disconnected operation in an object-oriented database,"S Chang, D Curtis - Mobile Data Management, 2002 …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/994352/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.70.8031&rep=rep1&type=pdf
Mobile wireless computing: Solutions and challenges in data management,"T Imielinski, BR Badrinath - 1993 - Citeseer",1993,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.3268&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.55.3268&rep=rep1&type=pdf
Configured replication for mobile applications,"A Lubinski, A Heuer - Databases and information systems, 2001 - Springer",2001,https://link.springer.com/chapter/10.1007/978-94-015-9636-7_11,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.36.4381&rep=rep1&type=pdf
Achieving consistency in mobile databases through localization in PRO-MOTION,"S Mazumdar, PK Chrysanthis - Database and Expert Systems …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/795149/,http://www.mgt.ncu.edu.tw/~ylchen/database/mobile-1.pdf
Protocols for committing mobile transactions,"N Nouali1&2, H Drias2&3, A Doucet - 2006 - Citeseer",2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.167.1790&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.167.1790&rep=rep1&type=pdf
A new framework for handling mobile clients in a client–server database system,"N Pissinou, C Dunu, K Makki - computer Communications, 2000 - Elsevier",2000,https://www.sciencedirect.com/science/article/pii/S0140366499002170,No PDF available
"Method of transferring, between two switching exchanges for mobile services, the handling of an active connection with a mobile terminal","HPJ Hecker - US Patent 5,291,544, 1994 - Google Patents",1994,https://patents.google.com/patent/US5291544A/en,No PDF available
GroCoca: Group-based peer-to-peer cooperative caching in mobile environment,"CY Chow, HV Leong, ATS Chan - IEEE Journal on Selected …, 2007 - ieeexplore.ieee.org",2007,https://ieeexplore.ieee.org/abstract/document/4062575/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.666.6771&rep=rep1&type=pdf
Gold Rush: Mobile Transaction Middleware with Java-Object Replication.,"MA Butrico, H Chang, A Cocchi, NH Cohen, DG Shea… - COOTS, 1997 - static.usenix.org",1997,http://static.usenix.org/publications/library/proceedings/coots97/full_papers/butrico/butrico.pdf,http://static.usenix.org/publications/library/proceedings/coots97/full_papers/butrico/butrico.pdf
Accessing information on demand at any location. mobile information access,"M Satyanarayanan - IEEE personal Communications, 1996 - ieeexplore.ieee.org",1996,https://ieeexplore.ieee.org/abstract/document/486973/,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA461116
A new replication strategy for unforeseeable disconnection under agent-based mobile computing system,"KKS Lee, YH Chin - Parallel and Distributed Systems, 1998 …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/741037/,No PDF available
A framework for analyzing mobile transaction models,"R Hirsch, A Coratella, M Felder… - Journal of Database …, 2001 - igi-global.com",2001,https://www.igi-global.com/article/journal-database-management-jdm/3267,No PDF available
Mobile wireless computing: Challenges in data management,"T Imielinski, BR Badrinath - Communications of the ACM, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=194317,No PDF available
Method for handling parallel transactions on telephone pre-paid accounts,"O Smith, C Sodren, KTG Vincent - US Patent 5,995,822, 1999 - Google Patents",1999,https://patents.google.com/patent/US5995822A/en,No PDF available
A transaction model to support disconnected operation in a mobile computing environment,"A Rasheed, A Zaslavsky - OOIS'97, 1998 - Springer",1998,https://link.springer.com/chapter/10.1007/978-1-4471-1525-0_11,No PDF available
Concurrency control in mobile environments: Issues & challenges,"SA Moiz, SN Pal, J Kumar… - International …, 2011 - pdfs.semanticscholar.org",2011,https://pdfs.semanticscholar.org/b1f2/79f8d4f33f0b7fefcdb76b55282e3625c94f.pdf,https://pdfs.semanticscholar.org/b1f2/79f8d4f33f0b7fefcdb76b55282e3625c94f.pdf
M-commerce transaction management with multi-agent support,"M Younas, KM Chao, R Anane - … Information Networking and …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1192889/,https://pdfs.semanticscholar.org/9d9d/b2a6a62394ea2ca311c6272f5064e4966a1a.pdf
Managing real-time database transactions in mobile ad-hoc networks,"L Gruenwald, SM Banik, CN Lau - Distributed and Parallel Databases, 2007 - Springer",2007,https://link.springer.com/article/10.1007/s10619-006-7008-2,http://macs.citadel.edu/baniks/files/pub/Journal_Database.pdf
DataX: an approach to ubiquitous database access,"H Lei, M Blount, C Tait - Mobile Computing Systems and …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/749279/,https://pdfs.semanticscholar.org/25da/daae6b36dc437505abd0af83fc4e4019b5ff.pdf
Database replica management strategies in multidatabase systems with mobile hosts,"M Faiz, A Zaslavsky - Database reengineering and interoperability, 1996 - Springer",1996,https://link.springer.com/chapter/10.1007/978-1-4615-1803-7_24,https://pdfs.semanticscholar.org/520b/c0d842ee8895479c05e7b8656546750304ea.pdf
Seamless migration of one or more business processes and their work environment between computing devices and a network,"SF Goh, J Sairamesh, I Stanoi - US Patent 7,269,645, 2007 - Google Patents",2007,https://patents.google.com/patent/US7269645B2/en,No PDF available
Replica placement algorithms for mobile transaction systems,"M Tu, P Li, L Xiao, IL Yen… - IEEE Transactions on …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/1637421/,No PDF available
Conflict resolution and reconciliation in disconnected databases,"S Hemant, PBR Badrinath - dexa, 1999 - computer.org",1999,https://www.computer.org/csdl/proceedings/dexa/1999/0281/00/02810076.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.128.1996&rep=rep1&type=pdf
An asynchronous recovery scheme based on optimistic message logging for mobile computing systems,"T Park, HY Yeom - icdcs, 2000 - computer.org",2000,https://www.computer.org/csdl/proceedings/icdcs/2000/0601/00/06010436.pdf,https://pdfs.semanticscholar.org/8723/c868df06b46de8963bb87e2b8d3bd57217e8.pdf
Disconnection tolerance in soft real-time mobile databases.,"L Amanton, B Sadeg… - Computers and Their …, 2001 - academia.edu",2001,http://www.academia.edu/download/42123559/Disconnection_tolerance_in_soft_real-tim20160205-16348-c1eryf.pdf,http://www.academia.edu/download/42123559/Disconnection_tolerance_in_soft_real-tim20160205-16348-c1eryf.pdf
Programming in mobile ad hoc networks,"J Collins, R Bagrodia - Proceedings of the 4th Annual International …, 2008 - dl.acm.org",2008,https://dl.acm.org/citation.cfm?id=1554217,https://presidentbeef.com/papers/Collins_Bagrodia_WICON_2008.pdf
Exploiting planned disconnections in mobile environments,"JA Holliday, D Agrawal… - Research Issues in Data …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/836496/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.32.654&rep=rep1&type=pdf
A new strategy on mobile transaction handling supporting disconnection [J],"X DUAN, X WEI - Journal of Heilongjiang Institute of Technology, 2008 - en.cnki.com.cn",2008,http://en.cnki.com.cn/Article_en/CJFDTOTAL-JTGZ200804018.htm,No PDF available
Component-based embedded database for mobile embedded systems,"SI Ahamed, S Vallecha - Information Technology: Coding and …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1286512/,http://www.mscs.mu.edu/~iq/papers/long/2004/ITCC04_database.pdf
Poliper: policies for mobile and pervasive environments,"L Veiga, P Ferreira - Proceedings of the 3rd workshop on Adaptive and …, 2004 - dl.acm.org",2004,https://dl.acm.org/citation.cfm?id=1028623,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.122.2359&rep=rep1&type=pdf
A survey on data and transaction management in mobile databases,"DR Selvarani, TN Ravi - arXiv preprint arXiv:1211.5418, 2012 - arxiv.org",1211,https://arxiv.org/abs/1211.5418,https://arxiv.org/pdf/1211.5418
Transaction-centric split synchronization mechanism for mobile e-business applications,"MS Choi, YK Kim, J Chang - Data Engineering Issues in E …, 2005 - ieeexplore.ieee.org",2005,https://ieeexplore.ieee.org/abstract/document/1517705/,No PDF available
Transaction management for m-commerce at a mobile terminal,"J Veijalainen, V Terziyan, H Tirri - Electronic Commerce Research and …, 2006 - Elsevier",2006,https://www.sciencedirect.com/science/article/pii/S1567422306000135,https://www.computer.org/csdl/proceedings/hicss/2003/1874/03/187430089a.pdf
FT-PPTC: An efficient and fault-tolerant commit protocol for mobile environments,"B Ayari, A Khelil, N Suri - … Systems, 2006. SRDS'06. 25th IEEE …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/4032472/,http://webmail.deeds.informatik.tu-darmstadt.de/External/PublicationData/1/SRDS06_Presentation_final.pdf
Mobile computing handbook,"M Ilyas, I Mahgoub - 2004 - books.google.com",2004,https://books.google.de/books?hl=de&lr=&id=_nz5yRvLCLoC&oi=fnd&pg=PP1&dq=Disconnection+handling+AND+mobile+transactions&ots=VtXBbGdEx0&sig=UxPS5eQckYh7TsNCVUgRMRT_I-E,No PDF available
An improved kangaroo transaction model using surrogate objects for distributed mobile system,"S Ravimaran, MA Mohamed - … Data Engineering for Wireless and Mobile …, 2011 - dl.acm.org",2011,https://dl.acm.org/citation.cfm?id=1999319,No PDF available
"Loosely-coupled, mobile replication of objects with transactions","L Veiga, N Santos, R Lebre… - Parallel and Distributed …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1316154/,http://www.mpi-sws.org/~nsantos/papers/veiga_icapds04.pdf
Disconnection Metadata for Distributed Applications in Mobile Environments.,"N Kouici, D Conan, G Bernard - PDPTA, 2003 - researchgate.net",2003,https://www.researchgate.net/profile/Guy_Bernard/publication/221134441_Disconnection_Metadata_for_Distributed_Applications_in_Mobile_Environments/links/09e4150bdd26e4bdae000000/Disconnection-Metadata-for-Distributed-Applications-in-Mobile-Environments.pdf,https://www.researchgate.net/profile/Guy_Bernard/publication/221134441_Disconnection_Metadata_for_Distributed_Applications_in_Mobile_Environments/links/09e4150bdd26e4bdae000000/Disconnection-Metadata-for-Distributed-Applications-in-Mobile-Environments.pdf
An architecture for mobile databases,"B Badrinath, S Phatak - 1998 - rucore.libraries.rutgers.edu",1998,https://rucore.libraries.rutgers.edu/rutgers-lib/58525/,https://rucore.libraries.rutgers.edu/rutgers-lib/58525/PDF/1/
Modeling mobile IP in mobile UNITY,"PJ McCann, GC Roman - ACM Transactions on Software Engineering …, 1999 - dl.acm.org",1999,https://dl.acm.org/citation.cfm?id=304400,https://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=1461&context=cse_research
A framework for analyzing mobile transaction models,"A Coratella, M Felder, R Hirsch… - Advanced Topics in …, 2003 - igi-global.com",2003,https://www.igi-global.com/chapter/advanced-topics-database-research/4349,No PDF available
Primary copy method and its modifications for database replication in distributed mobile computing environment,"A Zaslavsky, M Faiz, B Srinivasan… - … ., 15th Symposium on, 1996 - ieeexplore.ieee.org",1996,https://ieeexplore.ieee.org/abstract/document/559719/,No PDF available
Handling selfishness in replica allocation over a mobile ad hoc network,"JH Choi, KS Shim, SK Lee… - … Transactions on mobile …, 2012 - ieeexplore.ieee.org",2012,https://ieeexplore.ieee.org/abstract/document/5740900/,No PDF available
Incremental hoarding and reintegration in mobile environments,"A Helal, A Khushraj, J Zhang - Applications and the Internet …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/994433/,https://www.cise.uf.edu/~helal/projects/publications/incCoda.pdf
An overview of transaction models in mobile environments,"AY Seydim - Dallas: Departament od Computer Science …, 1999 - pdfs.semanticscholar.org",1999,https://pdfs.semanticscholar.org/047f/f8734a95b63115bd4d97d0d0d9cddf9ed546.pdf,https://pdfs.semanticscholar.org/047f/f8734a95b63115bd4d97d0d0d9cddf9ed546.pdf
Challenges in mobile electronic commerce,"A Tsalgatidou, J Veijalainen… - Proceedings of IEC, 2000 - pdfs.semanticscholar.org",2000,https://pdfs.semanticscholar.org/3db7/7a4a6cc8c79b0143fcebe3ca2bb8f1c99bf7.pdf,https://pdfs.semanticscholar.org/3db7/7a4a6cc8c79b0143fcebe3ca2bb8f1c99bf7.pdf
O2PC-MT: A novel optimistic two-phase commit protocol for mobile transactions,"Z Ding, X Meng, S Wang - … Conference on Database and Expert Systems …, 2001 - Springer",2001,https://link.springer.com/chapter/10.1007/3-540-44759-8_82,No PDF available
"A survey of mobile cloud computing: architecture, applications, and approaches","HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library",2013,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203,https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203
Zippering: managing intermittent connectivity in DIANA,"AM Keller, O Densmore, W Huang… - Mobile Networks and …, 1997 - dl.acm.org",1997,https://dl.acm.org/citation.cfm?id=274641,https://pdfs.semanticscholar.org/dd66/12538c334e55f36f21e50552d1ff30b1f7b9.pdf
M-RPC: A remote procedure call service for mobile clients,"A Bakre, BR Badrinath - … 1st annual international conference on Mobile …, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=215562,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.7049&rep=rep1&type=pdf
Performance Analysis of Improved Cache Invalidation Scheme in Mobile Computing Environment,"MJP JC, K Thanushkodi - IJCSNS, 2009 - pdfs.semanticscholar.org",2009,https://pdfs.semanticscholar.org/6db4/1e7617e3e065d2acccd01d9a5094be366729.pdf,https://pdfs.semanticscholar.org/6db4/1e7617e3e065d2acccd01d9a5094be366729.pdf
Reservations for conflict avoidance in a mobile database system,"N Preguiça, JL Martins, M Cunha… - … conference on Mobile …, 2003 - dl.acm.org",2003,https://dl.acm.org/citation.cfm?id=1189038,https://www.usenix.org/publications/library/proceedings/mobisys03/tech/full_papers/preguica/preguica.pdf
On the design of perturbation-resilient atomic commit protocols for mobile transactions,"B Ayari, A Khelil, N Suri - ACM Transactions on Computer Systems …, 2011 - dl.acm.org",2011,https://dl.acm.org/citation.cfm?id=2003691,https://www.tk.informatik.tu-darmstadt.de/fileadmin/user_upload/GROUP_DEEDS/Publications/Publication/ayari_acmtocs_2011.pdf
Efficient cache invalidation schemes for mobile data accesses,"PJ Chuang, YS Chiu - Information Sciences, 2011 - Elsevier",2011,https://www.sciencedirect.com/science/article/pii/S0020025511003367,No PDF available
Performance evaluation of mobile web services,"R Mizouni, MA Serhani, R Dssouli… - 2011 Ninth IEEE …, 2011 - computer.org",2011,https://www.computer.org/csdl/proceedings/ecows/2011/4536/00/4536a184-abs.html,https://www.researchgate.net/profile/Rabeb_Mizouni/publication/224264444_Performance_Evaluation_of_Mobile_Web_Services/links/56936b9508ae0f920dce6fdc.pdf
A transaction model and multiversion concurrency control for mobile database systems,"SK Madria, M Baseer, V Kumar, S Bhowmick - Distributed and Parallel …, 2007 - Springer",2007,https://link.springer.com/article/10.1007/s10619-007-7019-7,https://www.researchgate.net/profile/Sanjay_Madria/publication/225158205_A_transaction_model_and_multiversion_concurrency_control_for_mobile_database_systems/links/0deec52b8d5d679d5e000000.pdf
Improve performance of disconnected operation through submitting by probability and transferring transactions in groups,"L YanSheng, S XiongKai - Computer Networks and Mobile …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1243100/,No PDF available
Transaction processing in an asymmetric mobile environment,"E Mok, HV Leong, A Si - International Conference on Mobile Data Access, 1999 - Springer",1999,https://link.springer.com/chapter/10.1007/3-540-46669-X_7,"ftp://nozdr.ru/biblio/kolxo3/Cs/CsLn/M/Mobile%20Data%20Access,%201%20conf.,%20MDA'99(LNCS1748,%20Springer,%201999)(ISBN%203540668780)(240s)_CsLn_.pdf#page=76"
Methods and apparatus for use in processing disconnected emergency calls and other communications involving mobile communication devices and the remote …,"M Wijayanathan, N Naqvi, IW Weigle - US Patent 7,933,581, 2011 - Google Patents",2011,https://patents.google.com/patent/US7933581B2/en,No PDF available
