title,author,date,link,pdf_link
A replication schema to support weak connectivity in mobile information systems,"E Pitoura - … Conference on Database and Expert Systems …, 1996 - Springer",1996,https://link.springer.com/10.1007%2FBFb0034706,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.52.2114&rep=rep1&type=pdf
Method for connecting a mobile computer to a computer network by using an address server,"GW Seitz, SJ Findley, PW Beisel - US Patent 5,410,543, 1995 - Google Patents",1995,https://patents.google.com/patent/US5410543A/en,No PDF available
Semantics-based reconciliation for collaborative and mobile environments,"N Preguiça, M Shapiro, C Matheson - … Move to Meaningful Internet Systems …, 2003 - Springer",2003,https://link.springer.com/chapter/10.1007/978-3-540-39964-3_5,https://hal.inria.fr/inria-00445758/document
Concurrency control of real-time transactions with disconnections in mobile computing environment,"GQ Liao, YS Liu, LN Wang… - … Networks and Mobile …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1243047/,No PDF available
Service composition for mobile environments,"D Chakraborty, A Joshi, T Finin, Y Yesha - Mobile Networks and …, 2005 - dl.acm.org",2005,https://dl.acm.org/citation.cfm?id=1160168,https://link.springer.com/content/pdf/10.1007/s11036-005-1556-y.pdf
Mobile commerce applications and services: a design and development approach,"AS Andreou, C Chrysostomou, C Leonidou… - … Conference on Mobile …, 2002 - Citeseer",2002,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.71.8094&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.71.8094&rep=rep1&type=pdf
Moflex transaction model for mobile heterogeneous multidatabase systems,"KI Ku, YS Kim - Research Issues in Data Engineering, 2000 …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/836498/,No PDF available
Mobile computing middleware,"C Mascolo, L Capra, W Emmerich - International Conference on Research …, 2002 - Springer",2002,https://link.springer.com/chapter/10.1007/3-540-36162-6_2,"ftp://nozdr.ru/biblio/kolxo3/Cs/CsLn/A/Advanced%20Lectures%20on%20Networking,%20NETWORKING%202002%20tutorials(LNCS2497,%20Springer,%202002)(ISBN%203540001654)(203s)_CsLn_.pdf#page=29"
Managing real-time database transactions in mobile ad-hoc networks,"L Gruenwald, SM Banik, CN Lau - Distributed and Parallel Databases, 2007 - Springer",2007,https://link.springer.com/article/10.1007/s10619-006-7008-2,https://link.springer.com/content/pdf/10.1007/s10619-006-7008-2.pdf
Transmission of continuous query results in mobile computing systems,"HG Gök, Ö Ulusoy - Information Sciences, 2000 - Elsevier",2000,https://www.sciencedirect.com/science/article/pii/S0020025500000062,http://dspace.bilkent.edu.tr/bitstream/handle/11693/25042/Transmission%20of%20continuous%20query%20results%20in%20mobile%20computing%20systems.pdf?sequence=1&isAllowed=y
Key issues for the design and development of mobile commerce services and applications,"AS Andreou, C Leonidou… - … Journal of Mobile …, 2005 - researchgate.net",2005,https://www.researchgate.net/profile/Andreas_Andreou4/publication/220474789_Key_Issues_for_the_Design_and_Development_of_Mobile_Commerce_Services_and_Applications/links/0912f50cd74ea1f442000000.pdf,https://www.researchgate.net/profile/Andreas_Andreou4/publication/220474789_Key_Issues_for_the_Design_and_Development_of_Mobile_Commerce_Services_and_Applications/links/0912f50cd74ea1f442000000.pdf
A survey on communication and data management issues in mobile sensor networks,"C Zhu, L Shu, T Hara, L Wang… - … and Mobile …, 2014 - Wiley Online Library",2014,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1219,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcm.1219
Mobile agent security,"W Jansen, T Karygiannis - 1998 - dtic.mil",1998,http://www.dtic.mil/docs/citations/ADA391526,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA391526
Wireless client/server computing for personal information services and applications,"A Elmagarmid, J Jing, T Furukawa - ACM Sigmod Record, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=219735,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.30.1083&rep=rep1&type=pdf
Connection architecture for a mobile network,"TA Fiatal, LR Boynton, SM Burke, BD Gustafson… - US Patent …, 2006 - Google Patents",2006,https://patents.google.com/patent/US7139565B2/en,No PDF available
Handover between fixed and mobile networks for dual mode phones,"R Ostling - US Patent 6,327,470, 2001 - Google Patents",2001,https://patents.google.com/patent/US6327470B1/en,No PDF available
"Disconnected processes, mechanisms and architecture for mobile e-business","J Sairamesh, S Goh, I Stanoi… - Mobile Networks and …, 2004 - dl.acm.org",2004,https://dl.acm.org/citation.cfm?id=1035726,https://link.springer.com/content/pdf/10.1023/B:MONE.0000042504.21014.61.pdf
Mobile agents for mobile computing,"RS Gray, D Kotz, S Nog, D Rus, G Cybenko - 1996 - researchgate.net",1996,https://www.researchgate.net/profile/George_Cybenko/publication/2578331_Mobile_Agents_for_Mobile_Computing/links/0046352b9cdc1cf197000000.pdf,https://www.researchgate.net/profile/George_Cybenko/publication/2578331_Mobile_Agents_for_Mobile_Computing/links/0046352b9cdc1cf197000000.pdf
Distributed mobility management for target tracking in mobile sensor networks,"Y Zou, K Chakrabarty - IEEE Transactions on Mobile Computing, 2007 - computer.org",2007,https://www.computer.org/csdl/trans/tm/2007/08/04253569-abs.html,https://ieeexplore.ieee.org/iel5/7755/4253565/04253569.pdf
Data management in mobile peer-to-peer networks,"B Xu, O Wolfson - … on Databases, Information Systems, and Peer-to-Peer …, 2004 - Springer",2004,https://link.springer.com/chapter/10.1007/978-3-540-31838-5_1,https://www.researchgate.net/profile/Ouri_Wolfson/publication/220829247_Data_Management_in_Mobile_Peer-to-Peer_Networks/links/53ecd6510cf26b9b7dbfeb1a.pdf
Database system issues in nomadic computing,"R Alonso, HF Korth - ACM SIGMOD Record, 1993 - dl.acm.org",1993,https://dl.acm.org/citation.cfm?id=170092,https://pdfs.semanticscholar.org/c8ff/628044afd559c0ff116175ed5ba1b7cb76a0.pdf
Introduction to mobile computing,"T Imielinski, HF Korth - Mobile Computing, 1996 - Springer",1996,https://link.springer.com/chapter/10.1007/978-0-585-29603-6_1,No PDF available
Application-aware adaptation for mobile computing,"M Satyanarayanan, B Noble, P Kumar… - … operating systems to …, 1994 - dl.acm.org",1994,https://dl.acm.org/citation.cfm?id=504392,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA288366
A scalable low-latency cache invalidation strategy for mobile environments,"G Cao - IEEE Transactions on Knowledge and Data …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1232276/,https://ieeexplore.ieee.org/iel5/69/27605/01232276.pdf
Powerscope: A tool for profiling the energy usage of mobile applications,"J Flinn, M Satyanarayanan - Mobile Computing Systems and …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/749272/,https://www.cs.cmu.edu/~coda/docdir/pscope99.pdf
Improving TCP performance over mobile networks,"H Elaarag - ACM Computing Surveys (CSUR), 2002 - dl.acm.org",2002,https://dl.acm.org/citation.cfm?id=568524,http://www2.ic.uff.br/~julius/compmov/ImprovingTCPoverMobile.pdf
Value creation in mobile commerce: Findings from a consumer survey,"B Anckar, D D'incau - Journal of Information Technology Theory and …, 2002 - aisel.aisnet.org",2002,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1187&context=jitta,http://www.academia.edu/download/38419310/Value_Creation_in_Mobile_Commerce-_Findings_from_a_Consumer_Surve.pdf
Transaction processing in PRO-MOTION,"GD Walborn, PK Chrysanthis - … of the 1999 ACM symposium on Applied …, 1999 - dl.acm.org",1999,https://dl.acm.org/citation.cfm?id=298393,https://www.researchgate.net/profile/Panos_Chrysanthis/publication/251204548_Transaction_processing_in_PROMOTION/links/564b94c208ae3374e5ddc21b/Transaction-processing-in-PROMOTION.pdf
Mobile Agents: Are they a good idea?,"CG Harrison, DM Chess, A Kershenbaum - 1995 - pdfs.semanticscholar.org",1995,https://pdfs.semanticscholar.org/f810/278b24f66a226910e582d584951399d75b1c.pdf,https://pdfs.semanticscholar.org/f810/278b24f66a226910e582d584951399d75b1c.pdf
