title,author,date,link,pdf_link
"Redundancy, diversity, and connectivity to achieve multilevel network resilience, survivability, and disruption tolerance invited paper","JPG Sterbenz, D Hutchison, EK Çetinkaya… - Telecommunication …, 2014 - Springer",2014,https://link.springer.com/article/10.1007/s11235-013-9816-9,https://link.springer.com/article/10.1007/s11235-013-9816-9
"Connectivity, performance, and resiliency of IP-based CDMA radio access networks","T Bu, MC Chan, R Ramjee - IEEE transactions on mobile …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/1644753/,https://ieeexplore.ieee.org/iel5/7755/34469/01644753.pdf
FT-PPTC: An efficient and fault-tolerant commit protocol for mobile environments,"B Ayari, A Khelil, N Suri - … Systems, 2006. SRDS'06. 25th IEEE …, 2006 - ieeexplore.ieee.org",2006,https://ieeexplore.ieee.org/abstract/document/4032472/,https://ieeexplore.ieee.org/iel5/4032454/4032455/04032472.pdf
"NFV: state of the art, challenges, and implementation in next generation mobile networks (vEPC)","H Hawilo, A Shami, M Mirahmadi, R Asal - IEEE Network, 2014 - ieeexplore.ieee.org",2014,https://ieeexplore.ieee.org/abstract/document/6963800/,https://ieeexplore.ieee.org/iel7/65/6963793/06963800.pdf
MCloudDB: A Mobile Cloud Database Service Framework,"L Lei, S Sengupta, T Pattanaik… - Mobile Cloud Computing …, 2015 - ieeexplore.ieee.org",2015,https://ieeexplore.ieee.org/abstract/document/7130864/,https://www.researchgate.net/profile/Jerry_Gao/publication/273635400_MCloudDB_A_Mobile_Cloud_Database_Service_Framework/links/5509346b0cf27e990e0e0777/MCloudDB-A-Mobile-Cloud-Database-Service-Framework.pdf
Overview of the mobile payments market 2002 through 2007,"B Adrian - Gartner Research R-18-1818, 2002 - bus.umich.edu",1818,http://www.bus.umich.edu/KresgePublic/Journals/Gartner/research/111600/111627/111627.pdf,http://www.bus.umich.edu/KresgePublic/Journals/Gartner/research/111600/111627/111627.pdf
Quantifying connectivity in wireless sensor networks with grid-based deployments,"FM Al-Turjman, HS Hassanein, M Ibnkahla - Journal of Network and …, 2013 - Elsevier",2013,https://www.sciencedirect.com/science/article/pii/S1084804512001361,https://www.researchgate.net/profile/Fadi_Al-Turjman/publication/221081427_Quantifying_connectivity_of_grid-based_Wireless_Sensor_Networks_under_practical_errors/links/02e7e52b1807505d9c000000/Quantifying-connectivity-of-grid-based-Wireless-Sensor-Networks-under-practical-errors.pdf
Resilient hybrid Mobile Ad-hoc Cloud over collaborating heterogeneous nodes,"A Khalifa, M Azab, M Eltoweissy - 2014 International Conference on …, 2014 - computer.org",2014,https://www.computer.org/csdl/proceedings/collaboratecom/2014/043/00/07014558-abs.html,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.680.6172&rep=rep1&type=pdf
Resilient cluster-organizing key management and secure routing protocol for mobile ad hoc networks,"HY Lin, YM Huang, TI Wang - IEICE transactions on …, 2005 - search.ieice.org",2005,https://search.ieice.org/bin/summary.php?id=e88-b_9_3598,http://ir.lib.ncku.edu.tw/bitstream/987654321/87751/2/3010800101013.pdf
Data spider: a resilient mobile basestation protocol for efficient data collection in wireless sensor networks,"O Soysal, M Demirbas - … Conference on Distributed Computing in Sensor …, 2010 - Springer",2010,https://link.springer.com/10.1007%2F978-3-642-13651-1_28,http://www.cse.buffalo.edu/ubicomp/dataSpider/Data%20Spider%20A%20Resilient%20Mobile%20Basestation%20Protocol%20for%20Efficient%20Data%20Collection%20inWireless%20Sensor%20Networks.pdf
Delay-aware mobile transactions,"B Ayari, A Khelil, N Suri - … on Software Technolgies for Embedded and …, 2008 - Springer",2008,https://link.springer.com/chapter/10.1007/978-3-540-87785-1_25,https://link.springer.com/content/pdf/10.1007/978-3-540-87785-1_25.pdf
Localized algorithm to improve connectivity and topological resilience of multi-hop wireless networks,"TH Kim, D Tipper, P Krishnamurthy - Journal of information and …, 2013 - koreascience.or.kr",2013,http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1ICAW_2013_v11n2_69,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.898.1241&rep=rep1&type=pdf
A survey of attacks and countermeasures in mobile ad hoc networks,"B Wu, J Chen, J Wu, M Cardei - Wireless network security, 2007 - Springer",2007,https://link.springer.com/chapter/10.1007/978-0-387-33112-6_5,https://cis.temple.edu/~jiewu/research/publications/Publication_files/security-survey-05.pdf
On the resilient overlay topology formation in multi-hop wireless networks,"F Xing, W Wang - International Conference on Research in Networking, 2007 - Springer",2007,https://link.springer.com/chapter/10.1007/978-3-540-72606-7_1,https://link.springer.com/content/pdf/10.1007/978-3-540-72606-7_1.pdf
Mobile computing with the Rover toolkit,"AD Joseph, JA Tauber… - IEEE Transactions on …, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/580429/,https://ieeexplore.ieee.org/iel1/12/12588/00580429.pdf
Measuring the resilience of mobile ad hoc networks with human walk patterns,"D Zhang, JPG Sterbenz - Reliable Networks Design and …, 2015 - ieeexplore.ieee.org",2015,https://ieeexplore.ieee.org/abstract/document/7325224/,https://www.researchgate.net/profile/Dongsheng_Zhang7/publication/306033166_Measuring_the_resilience_of_mobile_ad_hoc_networks_with_human_walk_patterns/links/5ab09577a6fdcc1bc0be1d6f/Measuring-the-resilience-of-mobile-ad-hoc-networks-with-human-walk-patterns.pdf
A new domain-based payment model for emerging mobile commerce scenarios,"D Suarez, J Torres, M Carbonell… - Database and Expert …, 2007 - ieeexplore.ieee.org",2007,https://ieeexplore.ieee.org/abstract/document/4312987/,https://ieeexplore.ieee.org/iel5/4312838/4312839/04312987.pdf
"Exploring delay-aware transactions in heterogenous mobile environments,”","B Ayari, A Khelil, N Suri - Journal of Software, 2009 - pdfs.semanticscholar.org",2009,https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf,https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf
Quantifying connectivity of grid-based Wireless Sensor Networks under practical errors,"MAT Fadi, SH Hossam… - Local Computer Networks …, 2010 - ieeexplore.ieee.org",2010,https://ieeexplore.ieee.org/abstract/document/5735706/,https://ieeexplore.ieee.org/iel5/5729427/5735635/05735706.pdf
Analyzing resilience to node misbehaviors in wireless multi-hop networks,"F Xing, W Wang - Wireless Communications and Networking …, 2007 - ieeexplore.ieee.org",2007,https://ieeexplore.ieee.org/abstract/document/4224885/,https://ieeexplore.ieee.org/iel5/4204175/4224245/04224885.pdf
Connectivity and critical point behavior in mobile ad hoc and sensor networks,"TH Kim, D Tipper… - … and Communications, 2009 …, 2009 - ieeexplore.ieee.org",2009,https://ieeexplore.ieee.org/abstract/document/5202371/,https://ieeexplore.ieee.org/iel5/5179146/5202209/05202371.pdf
A connectivity resilient dynamic multi‐channel assignment method for VANET,"T Zhao, S Lu, W Yan, X Li - Security and Communication …, 2015 - Wiley Online Library",2015,https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.1032,https://onlinelibrary.wiley.com/doi/pdf/10.1002/sec.1032
Resilient PUMA (Protocol for Unified Multicasting through Announcement) against Internal Attacks in Mobile Ad Hoc Networks,"AM Pushpa, K Kathiravan - Advances in Computing …, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6637473/,No PDF available
Probabilistic key predistribution in mobile networks resilient to node-capture attacks,"J Zhao - IEEE Transactions on Information Theory, 2017 - ieeexplore.ieee.org",2017,https://ieeexplore.ieee.org/abstract/document/7962239/,https://ieeexplore.ieee.org/iel7/18/8036324/07962239.pdf
Database replication for the mobile era,"A Wolski - PROCEEDINGS OF THE INTERNATIONAL …, 2002 - pdfs.semanticscholar.org",2002,https://pdfs.semanticscholar.org/fedd/98907567206eabf37043c321037b417d8a1a.pdf,https://pdfs.semanticscholar.org/fedd/98907567206eabf37043c321037b417d8a1a.pdf
Connectivity-preserving scattering of mobile robots with limited visibility,"T Izumi, MG Potop-Butucaru, S Tixeuil - Symposium on Self-Stabilizing …, 2010 - Springer",2010,https://link.springer.com/chapter/10.1007/978-3-642-16023-3_27,https://www.researchgate.net/profile/Sebastien_Tixeuil/publication/224928670_Connectivity-Preserving_Scattering_of_Mobile_Robots_with_Limited_Visibility/links/0a85e53429d6e452e2000000.pdf
Evaluating temporal robustness of mobile networks,"S Scellato, I Leontiadis, C Mascolo… - IEEE Transactions on …, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6086544/,https://ieeexplore.ieee.org/iel5/7755/6355922/06086544.pdf
On resilient event-driven partial barriers in mobile sensor networks,"H Kim, J Ben-Othman - Communications (ICC), 2016 IEEE …, 2016 - ieeexplore.ieee.org",2016,https://ieeexplore.ieee.org/abstract/document/7510984/,http://people.uncw.edu/kimh/ICC2016.pdf
Perturbation-Resilient Atomic Commit Protocols for Mobile Environments,B Ayari - 2010 - tuprints.ulb.tu-darmstadt.de,2010,http://tuprints.ulb.tu-darmstadt.de/2274/,http://tuprints.ulb.tu-darmstadt.de/2274/1/TUD-BrahimAyari-PhDThesis.pdf
Resilient key establishment for mobile sensor networks,"K Karaca, A Levi - … in Sensor Systems and Workshops (DCOSS …, 2011 - ieeexplore.ieee.org",2011,https://ieeexplore.ieee.org/abstract/document/5982207/,https://ieeexplore.ieee.org/iel5/5970758/5982133/05982207.pdf
Connectivity Based Energy Efficient Opportunistic Robust Routing for Mobile Wireless Sensor Networks,"MS Karyakarte, AS Tavildar, R Khanna - Wireless Personal …, 2015 - Springer",2015,https://link.springer.com/article/10.1007/s11277-015-2658-x,https://link.springer.com/article/10.1007/s11277-015-2658-x
Mobile emergency generator pre-positioning and real-time allocation for resilient response to natural disasters,"S Lei, J Wang, C Chen, Y Hou - … Transactions on Smart Grid, 2018 - ieeexplore.ieee.org",2018,https://ieeexplore.ieee.org/abstract/document/7559799/,https://ieeexplore.ieee.org/iel7/5165411/5446437/07559799.pdf
Robust connectivity maintenance for fallible robots,"J Panerati, M Minelli, C Ghedini, L Meyer… - Autonomous …, 2018 - Springer",2018,https://link.springer.com/article/10.1007/s10514-018-9812-8,https://link.springer.com/article/10.1007/s10514-018-9812-8
Resilient Consensus with Mobile Detectors Against Malicious Attacks,"C Zhao, J He, J Chen - IEEE Transactions on Signal and …, 2018 - ieeexplore.ieee.org",2018,https://ieeexplore.ieee.org/abstract/document/8013830/,https://ieeexplore.ieee.org/iel7/6884276/8299634/08013830.pdf
A Key Distribution Scheme for Mobile Wireless Sensor Networks:  -  -Composite,"F Gandino, R Ferrero… - IEEE Transactions on …, 2017 - ieeexplore.ieee.org",2017,https://ieeexplore.ieee.org/abstract/document/7544484/,https://ieeexplore.ieee.org/iel7/10206/7726079/07544484.pdf
A resiliency-connectivity metric in wireless sensor networks with key predistribution schemes and node compromise attacks,"K Chan, F Fekri - Physical Communication, 2008 - Elsevier",2008,https://www.sciencedirect.com/science/article/pii/S1874490708000256,No PDF available
On Resilience and Connectivity of Secure Wireless Sensor Networks Under Node Capture Attacks.,"J Zhao - IEEE Trans. Information Forensics and Security, 2017 - ieeexplore.ieee.org",2017,https://ieeexplore.ieee.org/iel7/10206/4358835/07577836.pdf,https://ieeexplore.ieee.org/iel7/10206/4358835/07577836.pdf
Intrusion-resilience in mobile unattended WSNs,"R Di Pietro, G Oligeri, C Soriente… - … , 2010 Proceedings IEEE, 2010 - sprout.ics.uci.edu",2010,http://sprout.ics.uci.edu/projects/uwsnwebpage/publications/infocom10.pdf,http://sprout.ics.uci.edu/projects/uwsnwebpage/publications/infocom10.pdf
Resilient messaging system and method,"AS Krause - US Patent 8,135,642, 2012 - Google Patents",2012,https://patents.google.com/patent/US8135642B1/en,http://patentimages.storage.googleapis.com/pdfs/US8135642.pdf
"Stop, think, and roll: Online gain optimization for resilient multi-robot topologies","M Minelli, M Kaufmann, J Panerati, C Ghedini… - arXiv preprint arXiv …, 2018 - arxiv.org",2018,https://arxiv.org/abs/1809.07123,https://arxiv.org/pdf/1809.07123
A new mobile business sales transaction system,"MA Otair, AY Al-Zoubi - International Journal of Mobile …, 2008 - inderscienceonline.com",2008,https://www.inderscienceonline.com/doi/abs/10.1504/IJMLO.2008.020687,https://www.researchgate.net/profile/Abdallah_Al-Zoubi2/publication/229001311_A_new_Mobile_Business_Sales_Transaction_System/links/02e7e534cccdb5a812000000.pdf
Self-organizing Connectivity for Mobile Agents in Dynamical Environments,"RG Aldunate, F Pena-Mora, M Nussbaum… - … Computing and Ambient …, 2016 - Springer",2016,https://link.springer.com/chapter/10.1007/978-3-319-48799-1_27,No PDF available
Time synchronization and calibration in wireless sensor networks,"K Römer, P Blum, L Meier - Handbook of sensor networks …, 2005 - Wiley Online Library",2005,https://onlinelibrary.wiley.com/doi/abs/10.1002/047174414X.ch7,http://www.mit.bme.hu/eng/system/files/oktatas/targyak/7049/wsn-time-book.pdf
Mobile Data Management,"MS Chen, MS Chen, PK Chrysanthis, M Sloman… - 2003 - books.google.com",2003,https://books.google.de/books?hl=de&lr=&id=MNJ6eRBub8EC&oi=fnd&pg=PR1&dq=Resilient+connectivity+AND+mobile+transactions&ots=FcP3u2AMQx&sig=NSiqzwK9Dao41bdw-Dz5xsZOQGQ,No PDF available
Improving connectivity and resilience using ECC based key predistribution for deployment knowledge based WSN,"R Kishore, S Radha, L Chelyflar - WSEAS Transactions …, 2012 - pdfs.semanticscholar.org",2012,https://pdfs.semanticscholar.org/fe3f/972a0e39e86378228e8e536a9dcdc9c104a9.pdf,https://pdfs.semanticscholar.org/fe3f/972a0e39e86378228e8e536a9dcdc9c104a9.pdf
GMTC: A generalized commit approach for hybrid mobile environments,"B Ayari, A Khelil, N Suri - IEEE Transactions on Mobile …, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6319302/,https://ieeexplore.ieee.org/iel5/7755/6648563/06319302.pdf
Rover: A toolkit for mobile information access,"AD Joseph, AF de Lespinasse, JA Tauber… - ACM SIGOPS …, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=224069,"http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:uBatxUSJCgkJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=6306567056780181193&oi=lle"
Energy saving and network connectivity tradeoff in opportunistic mobile networks,"H Zhou, H Zhao, J Chen - Global Communications Conference …, 2012 - ieeexplore.ieee.org",2012,https://ieeexplore.ieee.org/abstract/document/6503166/,https://ieeexplore.ieee.org/iel7/6490098/6503052/06503166.pdf
The role of IoT in network resilience,"H Petersen, E Baccelli, M Wählisch, TC Schmidt… - 2014 - hal.inria.fr",2014,https://hal.inria.fr/hal-01010891/,https://hal.inria.fr/docs/01/01/08/91/PDF/RR-8552.pdf
Pairwise key distribution scheme for two-tier sensor networks,"KK Gagneja - Computing, Networking and Communications …, 2014 - ieeexplore.ieee.org",2014,https://ieeexplore.ieee.org/abstract/document/6785489/,https://www.researchgate.net/profile/Kanwalinder_Gagneja/publication/271482191_Pairwise_key_distribution_scheme_for_two-tier_sensor_networks/links/596154cfaca2728c11e6f741/Pairwise-key-distribution-scheme-for-two-tier-sensor-networks.pdf
A novel key update protocol in mobile sensor networks,"S Agrawal, R Roman, ML Das, A Mathuria… - … on Information Systems …, 2012 - Springer",2012,https://link.springer.com/chapter/10.1007/978-3-642-35130-3_14,No PDF available
On the resiliency of randomized routing against multiple edge failures,"M Chiesa, A Gurtov, A Madry, S Mitrovic… - LIPIcs-Leibniz …, 2016 - drops.dagstuhl.de",2016,http://drops.dagstuhl.de/opus/volltexte/2016/6269/,http://drops.dagstuhl.de/opus/volltexte/2016/6269/pdf/LIPIcs-ICALP-2016-134.pdf
United we stand: Intrusion resilience in mobile unattended WSNs,"R Di Pietro, G Oligeri, C Soriente… - … Transactions on Mobile …, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6212503/,https://ieeexplore.ieee.org/iel5/7755/6517173/06212503.pdf
A taxonomy of challenges to resilient message dissemination in VANETs,"J Rak, M Jonsson, A Vinel - … Network Strategy and Planning …, 2016 - ieeexplore.ieee.org",2016,https://ieeexplore.ieee.org/abstract/document/7751164/,No PDF available
Modelling attacks and challenges to wireless networks,"D Zhang, SA Gogi, DS Broyles, EK Cetinkaya… - … and Control Systems …, 2012 - ittc.ku.edu",2012,http://www.ittc.ku.edu/resilinets/papers/Zhang-Gogi-Broyles-Cetinkaya-Sterbenz-2012-1.pdf,http://www.ittc.ku.edu/resilinets/papers/Zhang-Gogi-Broyles-Cetinkaya-Sterbenz-2012-1.pdf
A Multi-Layer Feedback System Approach to Resilient Connectivity of Remotely Deployed Mobile Internet of Things,"MJ Farooq, Q Zhu - IEEE Transactions on Cognitive …, 2018 - ieeexplore.ieee.org",2018,https://ieeexplore.ieee.org/abstract/document/8360491/,https://ieeexplore.ieee.org/iel7/6687307/7294639/08360491.pdf
A resilient cybersecurity framework for Mobile Financial Services (MFS),"S Ambore, C Richardson, H Dogan… - Journal of Cyber …, 2017 - Taylor & Francis",2017,https://www.tandfonline.com/doi/abs/10.1080/23742917.2017.1386483,https://www.tandfonline.com/doi/full/10.1080/23742917.2017.1386483
Towards a Symbiotic Human and Multi-Robot Planetary Exploration System: Resilient Topologies for Space Exploration,"M Kaufmann, J Panerati, G Beltrame - researchgate.net",No year available,https://www.researchgate.net/profile/Marcel_Kaufmann2/publication/325999790_Towards_a_Symbiotic_Human_and_Multi-Robot_Planetary_Exploration_System_Resilient_Topologies_for_Space_Exploration/links/5b32a1514585150d23d58628/Towards-a-Symbiotic-Human-and-Multi-Robot-Planetary-Exploration-System-Resilient-Topologies-for-Space-Exploration.pdf,https://www.researchgate.net/profile/Marcel_Kaufmann2/publication/325999790_Towards_a_Symbiotic_Human_and_Multi-Robot_Planetary_Exploration_System_Resilient_Topologies_for_Space_Exploration/links/5b32a1514585150d23d58628/Towards-a-Symbiotic-Human-and-Multi-Robot-Planetary-Exploration-System-Resilient-Topologies-for-Space-Exploration.pdf
Introduction to the Special Section From the IEEE GLOBECOM 2017 Conference,"J Huang, Y Gao… - IEEE Transactions on …, 2018 - ieeexplore.ieee.org",2018,https://ieeexplore.ieee.org/abstract/document/8388606/,https://ieeexplore.ieee.org/iel7/6687307/8388569/08388606.pdf
A Survey on Secure and Resilient Session Schemes: Technical Comparison and Assessment,"D Ahmat, D Magoni - ICST Transactions on Ubiquitous …, 2018 - hal.archives-ouvertes.fr",2018,https://hal.archives-ouvertes.fr/hal-01757540/,https://hal.archives-ouvertes.fr/hal-01757540/document
Cheating-Resilient Bandwidth Distribution in Mobile Cloud Computing,"S Das, M Khatua, S Misra - … Transactions on Cloud Computing, 2016 - ieeexplore.ieee.org",2016,https://ieeexplore.ieee.org/iel7/6245519/6562694/07782411.pdf,https://ieeexplore.ieee.org/iel7/6245519/6562694/07782411.pdf
Key Management in Mobile Ad Hoc Networks,M Kefayati - 2005 - academia.edu,2005,http://www.academia.edu/download/30809110/Key_management_in_MANET.pdf,http://www.academia.edu/download/30809110/Key_management_in_MANET.pdf
RCAMP: A resilient communication-aware motion planner for mobile robots with autonomous repair of wireless connectivity,"S Caccamo, R Parasuraman, L Freda… - … Robots and Systems …, 2017 - ieeexplore.ieee.org",2017,https://ieeexplore.ieee.org/abstract/document/8206020/,https://arxiv.org/pdf/1710.09303
The Role of Handheld Computers in Controlling Inter-Organizational Data Transactions,"GO Wiredu - ICIS 2009 Proceedings, 2009 - aisel.aisnet.org",2009,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1039&context=icis2009,https://pdfs.semanticscholar.org/78ea/4e7d567b5cf2761e1ced833d40223e287d28.pdf
Design of secure mobile payment protocols for restricted connectivity scenarios,JA Téllez Isaac - 2012 - upcommons.upc.edu,2012,https://upcommons.upc.edu/handle/2117/94695,https://upcommons.upc.edu/bitstream/handle/2117/94695/TJTI1de1.pdf
Analysis and Design of Highly Resilient Wireless and Sensor Networks,E Yeh - 2008 - dtic.mil,2008,http://www.dtic.mil/docs/citations/ADA500720,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA500720
Perturbation-Resilient Atomic Commit Protocols for Mobile Environments-Brahim Ayari,B Ayari - d-nb.info,No year available,https://d-nb.info/1006895663/34,https://d-nb.info/1006895663/34
An adaptive mechanism for improving resiliency in Wireless Sensor Networks,"RK Verma, KK Pattanaik, S Bharti - Industrial and Information …, 2015 - ieeexplore.ieee.org",2015,https://ieeexplore.ieee.org/abstract/document/7399067/,https://www.researchgate.net/profile/Sourabh_Bharti3/publication/286451286_An_Adaptive_Mechanism_for_Improving_Resiliency_in_Wireless_Sensor_Networks/links/566feafe08ae486986b961f5/An-Adaptive-Mechanism-for-Improving-Resiliency-in-Wireless-Sensor-Networks.pdf
Skypoint for mobile hotspots,"V Firoiu, SB LaPrise - US Patent 9,119,179, 2015 - Google Patents",2015,https://patents.google.com/patent/US9119179B1/en,No PDF available
The effect of multi-radio nodes on network connectivity--a graph theoretic analysis,"A Faragó, S Basagni - Personal, Indoor and Mobile Radio …, 2008 - researchgate.net",2008,https://www.researchgate.net/profile/A_Farago/publication/224567171_The_effect_of_multi-radio_nodes_on_network_connectivity_--_a_graph_theoretic_analysis/links/02e7e516ffd9ae0ee6000000/The-effect-of-multi-radio-nodes-on-network-connectivity--a-graph-theoretic-analysis.pdf,https://www.researchgate.net/profile/A_Farago/publication/224567171_The_effect_of_multi-radio_nodes_on_network_connectivity_--_a_graph_theoretic_analysis/links/02e7e516ffd9ae0ee6000000/The-effect-of-multi-radio-nodes-on-network-connectivity--a-graph-theoretic-analysis.pdf
Mobile internet access over intermittent network connectivity,"Y Xia, CK Yeo - Journal of Network and Computer Applications, 2014 - Elsevier",2014,https://www.sciencedirect.com/science/article/pii/S1084804513001872,No PDF available
Mobility resilience and overhead constrained adaptation in directional 60 GHz WLANs: protocol design and system implementation,"MK Haider, EW Knightly - … 17th ACM International Symposium on Mobile …, 2016 - dl.acm.org",2016,https://dl.acm.org/citation.cfm?id=2942380,https://dl.acm.org/ft_gateway.cfm?id=2942380&type=pdf
A distance-based compression of 3d meshes for mobile devices,"D Kim, S Lee, H Lee, S Cho - IEEE Transactions on Consumer …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4637633/,https://ieeexplore.ieee.org/iel5/30/4637567/04637633.pdf
Mobile devices and services: bridging the digital divide in rural areas,"E Pimenidis, AB Sideridis… - International Journal of …, 2009 - roar.uel.ac.uk",2009,http://roar.uel.ac.uk/1510/,http://roar.uel.ac.uk/1510/1/IJESDF%202%284%29%20Paper%2008.pdf
Understanding spatial connectivity of individuals with non-uniform population density,"P Wang, MC González - … Transactions of …, 2009 - rsta.royalsocietypublishing.org",2009,http://rsta.royalsocietypublishing.org/content/367/1901/3321.short,http://rsta.royalsocietypublishing.org/content/367/1901/3321.short
Localization error-resilient geographic routing for wireless sensor networks,"S Basagni, M Nati, C Petrioli - … Conference, 2008. IEEE …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4697947/,https://ieeexplore.ieee.org/iel5/4697774/4697775/04697947.pdf
University of Massachusetts Amherst arunab@ cs. umass. edu,A Balasubramanian - pdfs.semanticscholar.org,No year available,https://pdfs.semanticscholar.org/ef53/d3e3c18d3a8ab33d1f558996eb2003621528.pdf,https://pdfs.semanticscholar.org/ef53/d3e3c18d3a8ab33d1f558996eb2003621528.pdf
A framework for connectivity in inter-working multi-hop wireless networks,"O Salami, A Bagula, HA Chan - Smart Spaces and Next Generation Wired …, 2010 - Springer",2010,https://link.springer.com/chapter/10.1007/978-3-642-14891-0_30,http://pubs.cs.uct.ac.za/archive/00000675/01/LNCS-Oladayo2.pdf
Adaptive and Resilient Security for Multi-hop Multi-media Mobile Wireless Middleware,J Kong - 2002 - researchgate.net,2002,https://www.researchgate.net/profile/Jiejun_Kong/publication/2536972_Adaptive_and_Resilient_Security_for_Multi-hop_Multi-media_Mobile_Wireless_Middleware/links/00b49536859ef3a49a000000.pdf,https://www.researchgate.net/profile/Jiejun_Kong/publication/2536972_Adaptive_and_Resilient_Security_for_Multi-hop_Multi-media_Mobile_Wireless_Middleware/links/00b49536859ef3a49a000000.pdf
