title,author,date,link,pdf_link
Supporting semantics-based transaction processing in mobile database applications,"GD Walborn, PK Chrysanthis - Reliable Distributed Systems …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/518721/,https://www.researchgate.net/profile/Panos_Chrysanthis/publication/2622532_Supporting_Semantics-Based_Transaction_Processing_in_Mobile_Database_Applications/links/564b94d308ae4ae893b7ea90/Supporting-Semantics-Based-Transaction-Processing-in-Mobile-Database-Applications.pdf
Revising transaction concepts for mobile computing,"E Pitoura, B Bhargava - Mobile Computing Systems and …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/513477/,http://jotm.objectweb.org/related/mobile94.pdf
A timestamp-based optimistic concurrency control for handling mobile transactions,"HJ Choi, BS Jeong - … Conference on Computational Science and Its …, 2006 - Springer",2006,https://link.springer.com/10.1007%2F11751588_83,No PDF available
Building customer trust in mobile commerce,"K Siau, Z Shen - Communications of the ACM, 2003 - dl.acm.org",2003,https://dl.acm.org/citation.cfm?id=641211,http://www.academia.edu/download/22459142/p91-siau.pdf
A pre‐serialization transaction management technique for mobile multidatabases,"RA Dirckze, L Gruenwald - Mobile Networks and Applications, 2000 - Springer",2000,https://link.springer.com/article/10.1023/A:1019133317760,http://www.cs.ou.edu/~database/documents/dg00.pdf
Hicomo: High commit mobile transactions,"M Lee, S Helal - Distributed and Parallel Databases, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1013381624108,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.4.9439&rep=rep1&type=pdf
A transaction model to improve data availability in mobile computing,"SK Madria, B Bhargava - Distributed and Parallel Databases, 2001 - Springer",2001,https://link.springer.com/article/10.1023/A:1019232412740,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/transactions/DPD_01_transaction_model_improve_data_availability.pdf
A transaction model for mobile computing,"SK Madria, B Bhargava - Database Engineering and …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/694363/,http://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1227&context=comsci_facwork
System and method for maintaining transaction cache consistency in mobile computing environment,"S Lee - US Patent App. 10/613,936, 2004 - Google Patents",2004,https://patents.google.com/patent/US20040085980A1/en,No PDF available
Mobile computing and databases-a survey,"D Barbará - IEEE transactions on Knowledge and Data …, 1999 - ieeexplore.ieee.org",1999,https://ieeexplore.ieee.org/abstract/document/755619/,http://lsirwww.epfl.ch/courses/dis/2002ws/papers/barbara99mobile.pdf
Replication and consistency: Being lazy helps sometimes,"Y Breitbart, HF Korth - Proceedings of the sixteenth ACM SIGACT …, 1997 - dl.acm.org",1997,https://dl.acm.org/citation.cfm?id=263681,No PDF available
Data consistency in intermittently connected distributed systems,"E Pitoura, B Bhargava - IEEE Transactions on Knowledge & Data …, 1999 - computer.org",1999,https://www.computer.org/csdl/trans/tk/1999/06/k0896.pdf,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/invalidation/ieee_tkde99_data_consistency_pitoura.pdf
Fundamental challenges in mobile computing,"M Satyanarayanan - Proceedings of the fifteenth annual ACM …, 1996 - dl.acm.org",1996,https://dl.acm.org/citation.cfm?id=248053,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA306271
Efficient validation of mobile transactions in wireless environments,"VCS Lee, KW Lam, TW Kuo - Journal of Systems and Software, 2004 - Elsevier",2004,https://www.sciencedirect.com/science/article/pii/S0164121203000840,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/JSS_04_validation_mobile_transactions.pdf
Experience with disconnected operation in a mobile computing environment,"M Satyanarayanan, JJ Kistler, LB Mummert… - Mobile Computing, 1993 - Springer",1993,https://link.springer.com/chapter/10.1007/978-0-585-29603-6_20,https://www.usenix.org/legacy/publications/library/proceedings/mobile93/full_papers/satyanarayanan.txt
An approach for mobile agent security and fault tolerance using distributed transactions,"H Vogler, T Kunkelmann… - Parallel and Distributed …, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/652560/,http://www.vs.inf.ethz.ch/publ/papers/MaluApproachMobSec.pdf
Mobile data and transaction management,"SK Madria, M Mohania, SS Bhowmick, B Bhargava - Information Sciences, 2002 - Elsevier",2002,https://www.sciencedirect.com/science/article/pii/S0020025502001780,http://eprint.iitd.ac.in/bitstream/2074/1040/1/madriamob2002.pdf
The impact of perceptions of interactivity on customer trust and transaction intentions in mobile commerce,"TM Lee - Journal of Electronic Commerce Research, 2005 - jecr.org",2005,http://www.jecr.org/sites/default/files/06_3_p01.pdf,http://www.jecr.org/sites/default/files/06_3_p01.pdf
XML-based representation of mobile process calculi,"LG Meredith - US Patent 6,516,322, 2003 - Google Patents",2003,https://patents.google.com/patent/US6516322B1/en,No PDF available
An assessment of value creation in mobile service delivery and the moderating role of time consciousness,"M Kleijnen, K De Ruyter, M Wetzels - Journal of retailing, 2007 - Elsevier",2007,https://www.sciencedirect.com/science/article/pii/S0022435906000662,http://digitalarchive.maastrichtuniversity.nl/fedora/get/guid:088391ec-d7fb-4585-9a17-b7c540be21b1/ASSET1
Transaction processing in PRO-MOTION,"GD Walborn, PK Chrysanthis - … of the 1999 ACM symposium on Applied …, 1999 - dl.acm.org",1999,https://dl.acm.org/citation.cfm?id=298393,https://www.researchgate.net/profile/Panos_Chrysanthis/publication/251204548_Transaction_processing_in_PROMOTION/links/564b94c208ae3374e5ddc21b/Transaction-processing-in-PROMOTION.pdf
Method for providing user-apparent consistency in a wireless device,"D Fishman, G Buzzard, H Wolters, S Mukherjea… - US Patent …, 2006 - Google Patents",2006,https://patents.google.com/patent/US7117266B2/en,No PDF available
Broadcast of consistent data to read-only transactions from mobile clients,"KY Lam, MW Au, E Chan - wmcsa, 1999 - computer.org",1999,https://www.computer.org/csdl/proceedings/wmcsa/1999/0025/00/00250080.pdf,http://www.dpi.ufv.br/~nacif/cmovel/lam.pdf
Submission of transactions from mobile workstations in a cooperative multidatabase processing environment,"LH Yeo, A Zaslavsky - … Systems, 1994., Proceedings of the 14th …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/302439/,http://lyle.smu.edu/~mhd/8391f01/mehta2.pdf
Mobile computing and databases: Anything new?,"MH Dunham, A Helal - Acm Sigmod Record, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=219727,https://www.ime.usp.br/~weslley/cursos/redesMoveis/anythingnew.pdf
"Transaction processing in mobile, heterogeneous database systems","JB Lim, AR Hurson - IEEE Transactions on Knowledge and …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1047771/,https://pdfs.semanticscholar.org/f7f5/bf9b6679756b2bca8cb85f1f605d6af4b031.pdf
Adaptable mobile transactions and environment awareness,"P Serrano-Alvarado, C Roncancio… - … Journées Bases de …, 2003 - hal.archives-ouvertes.fr",2003,https://hal.archives-ouvertes.fr/hal-01355476/,https://hal.archives-ouvertes.fr/hal-01355476/file/PSerrano-AMT-TransMobi-BDA2003-Conf.pdf
"Mobile commerce: framework, applications and networking support","U Varshney, R Vetter - Mobile networks and Applications, 2002 - Springer",2002,https://link.springer.com/article/10.1023/A:1014570512129,https://pdfs.semanticscholar.org/3ca7/e7c66c3e7e239fecf60c5cd6daa4674df037.pdf
The Bayou architecture: Support for data sharing among mobile users,"A Demers, K Petersen, M Spreitzer… - Mobile Computing …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/4624416/,http://www.academia.edu/download/44572933/The_Bayou_Architecture_Support_for_Data_20160409-21644-1562oq8.pdf
Secure mobile commerce,"S Schwiderski-Grosche… - Electronics & …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1088440/,https://www.researchgate.net/profile/Scarlet_Schwiderski-Grosche/publication/3364690_Secure_mobile_commerce/links/555f1e1008ae6f4dcc8f8cb0.pdf
What drives mobile commerce?: An empirical evaluation of the revised technology acceptance model,"JH Wu, SC Wang - Information & management, 2005 - Elsevier",2005,https://www.sciencedirect.com/science/article/pii/S0378720604000904,https://www.researchgate.net/profile/Khan_Taufique/post/Does_anyone_have_the_questionnaire_used_to_assess_TAM_TAM2_and_or_TAM3/attachment/59d6432079197b807799ea6a/AS%3A441808166625282%401482346683989/download/Wu+and+Wang+2005.pdf
A dynamic authentication scheme for mobile transactions,"B Sathish Babu, P Venkataram - International Journal of Netwok Security, 2009 - Citeseer",2009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.155.4468&rep=rep1&type=pdf
On transaction processing with partial validation and timestamp ordering in mobile broadcast environments,"VCS Lee, KW Lam, SH Son… - IEEE Transactions on …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1039845/,http://atlas.cs.virginia.edu/~son/publications/tc02.pdf
Tcot-a timeout-based mobile transaction commitment protocol,"V Kumar, N Prabhu, MH Dunham… - IEEE Transactions on …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1039846/,https://pdfs.semanticscholar.org/ea61/e731c1fe8598cc6a238ad25f7d9cc4bc8464.pdf
Recovery of mobile transactions,"MM Gore, RK Ghosh - Database and Expert Systems …, 2000 - ieeexplore.ieee.org",2000,https://ieeexplore.ieee.org/abstract/document/874999/,No PDF available
Explaining the adoption of transactional B2C mobile commerce,"M Khalifa, K Ning Shen - Journal of enterprise information …, 2008 - emeraldinsight.com",2008,https://www.emeraldinsight.com/doi/pdf/10.1108/17410390810851372,No PDF available
Efficient optimistic concurrency control for mobile real-time transactions in a wireless data broadcast environment,"G Li, B Yang, J Chen - null, 2005 - computer.org",2005,https://www.computer.org/csdl/proceedings/rtcsa/2005/2346/00/23460443-abs.html,No PDF available
An empirical examination of factors influencing the intention to use mobile payment,"C Kim, M Mirusmonov, I Lee - Computers in Human Behavior, 2010 - Elsevier",2010,https://www.sciencedirect.com/science/article/pii/S074756320900168X,https://www.researchgate.net/institution/Yeungnam_University/department/School_of_Business/publications?nav=overview&ev=dep_pub
An efficient and reliable reservation algorithm for mobile transactions,"A Elmagarmid, J Jing, O Bukhres - Proceedings of the fourth …, 1995 - dl.acm.org",1995,https://dl.acm.org/citation.cfm?id=221338,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2195&context=cstech
Weak consistency: a generalized theory and optimistic implementations for distributed transactions,"A Adya, BH Liskov - 1999 - csd.uoc.gr",1999,http://www.csd.uoc.gr/~hy460/pdf/adya99weak.pdf,http://www.csd.uoc.gr/~hy460/pdf/adya99weak.pdf
Transaction management for m-commerce at a mobile terminal,"J Veijalainen, V Terziyan, H Tirri - Electronic Commerce Research and …, 2006 - Elsevier",2006,https://www.sciencedirect.com/science/article/pii/S1567422306000135,https://www.computer.org/csdl/proceedings/hicss/2003/1874/03/187430089a.pdf
Data management for mobile computing,"T Imieĺinski, BR Badrinath - ACM Sigmod Record, 1993 - dl.acm.org",1993,https://dl.acm.org/citation.cfm?id=156888,No PDF available
Data management for mobile computing,"E Pitoura, G Samaras - 2012 - books.google.com",2012,https://books.google.de/books?hl=de&lr=&id=90EGCAAAQBAJ&oi=fnd&pg=PR7&dq=Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)&ots=qwzDR2SV9a&sig=pQAVg0Y-Z_DgvoFkjtoaNLsVuiw,http://img3.wikia.nocookie.net/__cb20140731130305/mobile-computing-prediction/images/8/88/Data_Management.pdf
Ontological modelling of e‐services to ensure appropriate mobile transactions,"V Terziyan - Intelligent Systems in Accounting, Finance & …, 2002 - Wiley Online Library",2002,https://onlinelibrary.wiley.com/doi/abs/10.1002/isaf.221,http://www.academia.edu/download/41679524/Ontological_modelling_of_e-services_to_e20160128-15635-drzezf.pdf
A toggle transaction management technique for mobile multidatabases,"RA Dirckze, L Gruenwald - … of the seventh international conference on …, 1998 - dl.acm.org",1998,https://dl.acm.org/citation.cfm?id=288679,http://www.cs.ou.edu/~database/documents/dg98.pdf
System and method for facilitating electronic financial transactions using a mobile telecommunication device,"G Leung, R Lee, K Cheng, P Chui, A Mitchell… - US Patent …, 2008 - Google Patents",2008,https://patents.google.com/patent/US7379920B2/en,No PDF available
Factors affecting purchase intention on mobile shopping web sites,"HP Lu, P Yu-Jen Su - Internet Research, 2009 - emeraldinsight.com",2009,https://www.emeraldinsight.com/doi/abs/10.1108/10662240910981399,No PDF available
Improving Data Consistency for Mobile File Access Using Isolation-Only Transactions,Q Lu - 1996 - cs.cmu.edu,1996,http://cs.cmu.edu/afs/cs.cmu.edu/Web/People/coda/docdir/lu-thesis.pdf,http://cs.cmu.edu/afs/cs.cmu.edu/Web/People/coda/docdir/lu-thesis.pdf
System and method of managing contactless payment transactions using a mobile communication device as a stored value device,"A Sun, PC An, YC Lo, CH Lee, CW Pang… - US Patent …, 2011 - Google Patents",2011,https://patents.google.com/patent/US8014755B2/en,No PDF available
Transaction policies for mobile networks,"N Santos, L Veiga, P Ferreira - Policies for Distributed Systems …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1309150/,http://www.mpi-sws.mpg.de/~nsantos/papers/santos_policy04.pdf
Managing real-time database transactions in mobile ad-hoc networks,"L Gruenwald, SM Banik, CN Lau - Distributed and Parallel Databases, 2007 - Springer",2007,https://link.springer.com/article/10.1007/s10619-006-7008-2,http://macs.citadel.edu/baniks/files/pub/Journal_Database.pdf
Key issues for the design and development of mobile commerce services and applications,"AS Andreou, C Leonidou… - … Journal of Mobile …, 2005 - researchgate.net",2005,https://www.researchgate.net/profile/Andreas_Andreou4/publication/220474789_Key_Issues_for_the_Design_and_Development_of_Mobile_Commerce_Services_and_Applications/links/0912f50cd74ea1f442000000.pdf,https://www.researchgate.net/profile/Andreas_Andreou4/publication/220474789_Key_Issues_for_the_Design_and_Development_of_Mobile_Commerce_Services_and_Applications/links/0912f50cd74ea1f442000000.pdf
Real-time transaction management in mobile computing systems,"E Kayan, O Ulusoy - dasfaa, 1999 - computer.org",1999,https://www.computer.org/csdl/proceedings/dasfaa/1999/0084/00/00840127.pdf,https://pdfs.semanticscholar.org/ca19/03385d757a6b0d171925a4c1abb5a23ac86b.pdf
Adaptable transaction consistency for mobile environments,"A Rakotonirainy - Database and Expert Systems Applications …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/707437/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.25.8436&rep=rep1&type=pdf
Method of maintaining data consistency in a loose transaction model,"IS Narang, KW Brannon, S Bhattacharya… - US Patent …, 2005 - Google Patents",2005,https://patents.google.com/patent/US6874001B2/en,No PDF available
A power-aware technique to manage real-time database transactions in mobile ad-hoc networks,"L Gruenwald, SM Banik - Database and Expert Systems …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/953120/,http://db.cs.pitt.edu/idm/reports/2004/0312746.html
Performance evaluation of atomic commit protocols for mobile transactions,"N Nouali-Taboudjemat… - … Journal of Intelligent …, 2007 - inderscienceonline.com",2007,https://www.inderscienceonline.com/doi/abs/10.1504/IJIIDS.2007.014947,No PDF available
On performance evaluation and design of atomic commit protocols for mobile transactions,"N Nouali-Taboudjemat, F Chehbour, H Drias - Distributed and Parallel …, 2010 - Springer",2010,https://link.springer.com/article/10.1007/s10619-009-7055-6,No PDF available
"A survey of mobile cloud computing: architecture, applications, and approaches","HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library",2013,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203,https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203
Towards an understanding of the consumer acceptance of mobile wallet,"DH Shin - Computers in Human Behavior, 2009 - Elsevier",2009,https://www.sciencedirect.com/science/article/pii/S0747563209000958,No PDF available
Context aware mobile transactions,"P Serrano-Alvarado, C Roncancio, M Adiba, C Labbé - null, 2004 - computer.org",2004,https://www.computer.org/csdl/proceedings/mdm/2004/2070/00/20700167.pdf,https://www.computer.org/csdl/proceedings/mdm/2004/2070/00/20700167.pdf
Optimistic scheduling algorithm for mobile transactions based on reordering,"SS Kim, CS Hwang, HC Yu, SK Lee - International Conference on Mobile …, 2001 - Springer",2001,https://link.springer.com/chapter/10.1007/3-540-44498-X_9,"ftp://nozdr.ru/biblio/kolxo3/Cs/CsLn/M/Mobile%20Data%20Management,%202%20conf.,%20MDM%202001(LNCS1987,%20Springer,%202001)(ISBN%203540414541)(282s)_CsLn_.pdf#page=110"
A survey on the history of transaction management: from flat to grid transactions,"T Wang, J Vonk, B Kratz, P Grefen - Distributed and Parallel Databases, 2008 - Springer",2008,https://link.springer.com/article/10.1007/s10619-008-7028-1,https://link.springer.com/content/pdf/10.1007/s10619-008-7028-1.pdf
A survey of data replication techniques for mobile ad hoc network databases,"P Padmanabhan, L Gruenwald, A Vallur… - The VLDB Journal …, 2008 - dl.acm.org",2008,https://dl.acm.org/citation.cfm?id=1388514,http://www.academia.edu/download/30723686/VLDB08.pdf
Concurrency control of real-time transactions with disconnections in mobile computing environment,"GQ Liao, YS Liu, LN Wang… - … Networks and Mobile …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1243047/,No PDF available
Supporting QoS-aware transactions in a system on mobile devices (SyD),"W Xie, SB Navathe, SK Prasad - … Systems Workshops, 2003 …, 2003 - ieeexplore.ieee.org",2003,https://ieeexplore.ieee.org/abstract/document/1203602/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.58.9168&rep=rep1&type=pdf
Transactions in mobile electronic commerce,"J Veijalainen - Transactions and Database Dynamics, 2000 - Springer",2000,https://link.springer.com/chapter/10.1007/3-540-46466-2_11,No PDF available
Distributed transaction processing as a reliability concept for mobile agents,"H Vogler, T Kunkelmann… - … , 1997., Proceedings of …, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/644704/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.2.2258&rep=rep1&type=pdf
System and method of managing contactless payment transactions using a mobile communication device as a stored value device,"A Sun, PC An, YC Lo, CH Lee - US Patent 8,073,424, 2011 - Google Patents",2011,https://patents.google.com/patent/US8073424B2/en,No PDF available
Accessing information on demand at any location. mobile information access,"M Satyanarayanan - IEEE personal Communications, 1996 - ieeexplore.ieee.org",1996,https://ieeexplore.ieee.org/abstract/document/486973/,http://www.dtic.mil/get-tr-doc/pdf?AD=ADA461116
A multi-version data model for executing real-time transactions in a mobile environment,"KY Lam, GH Li, TW Kuo - … on Data engineering for wireless and mobile …, 2001 - dl.acm.org",2001,https://dl.acm.org/citation.cfm?id=376911,http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/ACM_SAC_01_multi_version_real_time_trans.pdf
Integrating TTF and UTAUT to explain mobile banking user adoption,"T Zhou, Y Lu, B Wang - Computers in human behavior, 2010 - Elsevier",2010,https://www.sciencedirect.com/science/article/pii/S0747563210000154,No PDF available
"Systems, methods and apparatus for facilitating transactions using a mobile device","B Dragt - US Patent 8,606,638, 2013 - Google Patents",2013,https://patents.google.com/patent/US8606638B2/en,No PDF available
Systems and methods to secure transactions via mobile devices,"R Hirson, M Niejadlik - US Patent 8,412,626, 2013 - Google Patents",2013,https://patents.google.com/patent/US8412626B2/en,No PDF available
Distributed transactions in a mobile computing system,"VR Narasayya - … IEEE Workshop on Mobile Computing Systems and …, 1994 - Citeseer",1994,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.37.2129&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.37.2129&rep=rep1&type=pdf
Theoretical isolation and explanatory progress: transaction cost economics and the dynamics of dispute,"U Mäki - Cambridge Journal of Economics, 2004 - academic.oup.com",2004,https://academic.oup.com/cje/article-abstract/28/3/319/1711852,No PDF available
Method and system for discarding locally committed transactions to ensure consistency in a server cluster,"S Shrivastava, JD Vert - US Patent 6,449,734, 2002 - Google Patents",2002,https://patents.google.com/patent/US6449734B1/en,No PDF available
On the design of perturbation-resilient atomic commit protocols for mobile transactions,"B Ayari, A Khelil, N Suri - ACM Transactions on Computer Systems …, 2011 - dl.acm.org",2011,https://dl.acm.org/citation.cfm?id=2003691,https://www.tk.informatik.tu-darmstadt.de/fileadmin/user_upload/GROUP_DEEDS/Publications/Publication/ayari_acmtocs_2011.pdf
A distributed transaction model based on mobile agents,"FM de Assis Silva, S Krause - International Workshop on Mobile Agents, 1997 - Springer",1997,https://link.springer.com/chapter/10.1007/3-540-62803-7_35,No PDF available
Electronic payment methods for a mobile device,"RL Pond, TW Zalewski, RJ Estep - US Patent 7,774,231, 2010 - Google Patents",2010,https://patents.google.com/patent/US7774231B2/en,No PDF available
A scalable asynchronous cache consistency scheme (saccs) for mobile environments,"Z Wang, SK Das, H Che… - IEEE transactions on …, 2004 - ieeexplore.ieee.org",2004,https://ieeexplore.ieee.org/abstract/document/1339249/,https://cse.uta.edu/research/Publications/CSE-2003-9.pdf
Motet: Mobile transactions using electronic tickets,"D Quercia, S Hailes - Security and Privacy for Emerging Areas …, 2005 - ieeexplore.ieee.org",2005,https://ieeexplore.ieee.org/abstract/document/1607593/,No PDF available
Exploring consumer adoption of mobile payments–A qualitative study,"N Mallat - The Journal of Strategic Information Systems, 2007 - Elsevier",2007,https://www.sciencedirect.com/science/article/pii/S0963868707000480,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.463.3319&rep=rep1&type=pdf
On optimistic methods for mobile transactions,"SY Hwang - J. Inf. Sci. Eng., 2000 - researchgate.net",2000,https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf,https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf
System and method for caching data for a mobile application,"R Ahad, J Chiang, O Kibirev, R Prakash… - US Patent …, 2005 - Google Patents",2005,https://patents.google.com/patent/US6941310B2/en,No PDF available
Resource conservation in a mobile transaction system,"Q Lu, M Satyanarayanan - IEEE Transactions on Computers, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/580426/,No PDF available
Modeling of static and dynamic guard channel schemes for mobile transactions,"GC Chen, SY Lee - IEICE TRANSACTIONS on Information and …, 2001 - search.ieice.org",2001,https://search.ieice.org/bin/summary.php?id=e84-d_1_87,No PDF available
Mobility management scheme for context-aware transactions in pervasive and mobile cyberspace,"M Younas, I Awan - IEEE Transactions on Industrial Electronics, 2013 - ieeexplore.ieee.org",2013,https://ieeexplore.ieee.org/abstract/document/6195011/,https://radar.brookes.ac.uk/radar/items/a20e6e84-5e82-46a5-4bde-60ae8de21dbe/1/younas2013mobility.pdf
Supporting read-only transactions in wireless broadcasting,"E Pitoura - dexa, 1998 - computer.org",1998,https://www.computer.org/csdl/proceedings/dexa/1998/8353/00/83530428.pdf,http://cs.uoi.gr/tech_reports/publications/TR-1998-13.pdf
Mobile transaction system for supporting mobile work,"HN Le, M Nygård - Database and Expert Systems Applications …, 2005 - ieeexplore.ieee.org",2005,https://ieeexplore.ieee.org/abstract/document/1508420/,No PDF available
