title,author,date,link,pdf_link
Single tap transactions using an NFC enabled mobile device,"M Fisher - US Patent 8,332,272, 2012 - Google Patents",2012,https://patents.google.com/patent/US8332272B2/en,No PDF available
Mobile phone payment processing methods and systems,"K Laracey - US Patent 8,380,177, 2013 - Google Patents",2013,https://patents.google.com/patent/US8380177B2/en,No PDF available
Method and system for analyzing advertisements delivered to a mobile unit,"GR Hendrey, HA Tanaka, PJ Koopman Jr - US Patent 6,647,269, 2003 - Google Patents",2003,https://patents.google.com/patent/US6647269B2/en,No PDF available
Presentation of sponsored content based on mobile transaction event,"J Ramer, A Soroca, D Doughty - US Patent 7,702,318, 2010 - Google Patents",2010,https://patents.google.com/patent/US7702318B2/en,No PDF available
Authentication for a commercial transaction using a mobile module,"BE Johnson, C Webster-Lam - US Patent 8,996,423, 2015 - Google Patents",2015,https://patents.google.com/patent/US8996423B2/en,No PDF available
Method and apparatus for processing orders from customers in a mobile environment,"AD Hall, WB Crabtree Jr, FA Volk - US Patent 6,026,375, 2000 - Google Patents",2000,https://patents.google.com/patent/US6026375A/en,No PDF available
A transaction model to improve data availability in mobile computing,"SK Madria, B Bhargava - Distributed and Parallel Databases, 2001 - Springer",2001,https://link.springer.com/article/10.1023/A:1019232412740,https://link.springer.com/content/pdf/10.1023/A:1019232412740.pdf
System and method for facilitating electronic financial transactions using a mobile telecommunication device,"G Leung, R Lee, K Cheng, P Chui, A Mitchell… - US Patent …, 2008 - Google Patents",2008,https://patents.google.com/patent/US7379920B2/en,No PDF available
Smart-antenna systems for mobile communication networks. Part 1. Overview and antenna design,"S Bellofiore, CA Balanis, J Foutz… - IEEE Antennas and …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/1039395/,https://ieeexplore.ieee.org/iel5/74/22101/01039395.pdf
"Method and apparatus for acquiring, maintaining, and using information to be communicated in bar code form with a mobile communications device","VT Gobburu, K Narayanan, N Challa… - US Patent …, 2004 - Google Patents",2004,https://patents.google.com/patent/US6736322B2/en,No PDF available
Standard compatible extension of H. 263 for robust video transmission in mobile environments,"E Steinbach, N Farber, B Girod - … Transactions on Circuits and …, 1997 - ieeexplore.ieee.org",1997,https://ieeexplore.ieee.org/abstract/document/644067/,https://ieeexplore.ieee.org/iel4/76/14051/00644067.pdf
Mobile telephone transaction systems and methods,"DJ Pharris - US Patent App. 12/412,235, 2009 - Google Patents",2009,https://patents.google.com/patent/US20090281904A1/en,No PDF available
Development and control of a holonomic mobile robot for mobile manipulation tasks,"R Holmberg, O Khatib - The International Journal of Robotics …, 2000 - journals.sagepub.com",2000,http://journals.sagepub.com/doi/abs/10.1177/02783640022067977,http://robotics.stanford.edu/users/rah/papers/ijrr-1162.pdf
Principles of modulation and channel coding for digital broadcasting for mobile receivers,"R Lassalle, M Alard - EBU Tech. Rev, 1987 - tech.ebu.ch",1987,https://tech.ebu.ch/docs/techreview/trev_224-alard.pdf,https://tech.ebu.ch/docs/techreview/trev_224-alard.pdf
"System, method, and computer program product for providing location based services and mobile e-commerce","ML Barnes Jr - US Patent 7,487,112, 2009 - Google Patents",2009,https://patents.google.com/patent/US7487112B2/en,No PDF available
Social Media Marketing Based on Transactions Using a Mobile Device and Associated Secure Element,"M Fisher - US Patent App. 13/195,055, 2012 - Google Patents",2012,https://patents.google.com/patent/US20120029990A1/en,No PDF available
Mobile barcode generation and payment,"CA Wong, EI Shie, JM Aronoff, RCP Lin… - US Patent App. 12 …, 2010 - Google Patents",2010,https://patents.google.com/patent/US20100138344A1/en,No PDF available
Visual navigation for mobile robots: A survey,"F Bonin-Font, A Ortiz, G Oliver - … of intelligent and robotic systems, 2008 - dl.acm.org",2008,https://dl.acm.org/citation.cfm?id=1452818,https://link.springer.com/content/pdf/10.1007/s10846-008-9235-4.pdf
Mobile account authentication service,"BH Dominguez, TJ Manessis, JT Roth… - US Patent …, 2010 - Google Patents",2010,https://patents.google.com/patent/US7707120B2/en,No PDF available
Method and system for providing biometric authentication at a point-of-sale via a mobile device,"V Bemmel, S Mian - US Patent 7,512,567, 2009 - Google Patents",2009,https://patents.google.com/patent/US7512567B2/en,No PDF available
Sensor fusion for mobile robot dead-reckoning with a precision-calibrated fiber optic gyroscope,"H Chung, L Ojeda, J Borenstein - Robotics and Automation …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/933174/,https://ieeexplore.ieee.org/iel5/7423/20185/00933174.pdf
Modeling and compensation of the dynamic interaction of a mobile manipulator,"Y Yamamoto, X Yun - Robotics and Automation, 1994 …, 1994 - ieeexplore.ieee.org",1994,https://ieeexplore.ieee.org/abstract/document/350960/,https://pdfs.semanticscholar.org/c3f8/95ac8a58164de18e90b5a62157122f0061e7.pdf
Mobile transaction system and method,"K Adam, S Blit, A Eckstein, B Inbal - US Patent App. 10/030,763, 2002 - Google Patents",2002,https://patents.google.com/patent/US20020181710A1/en,No PDF available
System and method for on the spot purchasing by scanning barcodes from screens with a mobile device,"A Muni - US Patent 7,387,250, 2008 - Google Patents",2008,https://patents.google.com/patent/US7387250B2/en,No PDF available
VFH+: Reliable obstacle avoidance for fast mobile robots,"I Ulrich, J Borenstein - Robotics and Automation, 1998 …, 1998 - ieeexplore.ieee.org",1998,https://ieeexplore.ieee.org/abstract/document/677362/,https://ieeexplore.ieee.org/iel4/5562/14899/00677362.pdf
Mobile money for financial inclusion,"K Donovan - Information and Communications for …, 2012 - elibrary.worldbank.org",2012,https://elibrary.worldbank.org/doi/pdf/10.1596/978-0-8213-8991-1#page=81,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2012/08/30/000386194_20120830022053/additional/585559324_201406191042051.pdf
"JOE: a mobile, inverted pendulum","F Grasser, A D'arrigo, S Colombi… - IEEE Transactions on …, 2002 - robonz.com",2002,http://www.robonz.com/mobilependulum/paper/joe_le_pendule/grasser_darrigo_colombi_rufer_ieee_02.pdf,http://www.robonz.com/mobilependulum/paper/joe_le_pendule/grasser_darrigo_colombi_rufer_ieee_02.pdf
An efficient localization scheme for a differential-driving mobile robot based on RFID system,"S Han, HS Lim, JM Lee - … Transactions on Industrial Electronics, 2007 - ieeexplore.ieee.org",2007,https://ieeexplore.ieee.org/abstract/document/4384345/,https://ieeexplore.ieee.org/iel5/41/4352072/04384345.pdf
Payments using a mobile commerce device,"SE Arthur, CL Toomer, S Owen… - US Patent App. 11 …, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080208762A1/en,No PDF available
Accurate mobile robot dead-reckoning with a precision-calibrated fiber-optic gyroscope,"H Chung, L Ojeda, J Borenstein - IEEE Transactions on …, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/917085/,https://ieeexplore.ieee.org/iel5/70/19812/00917085.pdf
Presentation of sponsored content on mobile device based on transaction event,"J Ramer, A Soroca, D Doughty - US Patent 8,270,955, 2012 - Google Patents",2012,https://patents.google.com/patent/US8270955B2/en,No PDF available
Mobile phone with electronic transaction card,"SG Narendra, P Tadepalli, TN Spitzer - US Patent 7,828,214, 2010 - Google Patents",2010,https://patents.google.com/patent/US7828214B2/en,No PDF available
"System, Method, and Computer-Readable Medium for Mobile Payment Authentication and Authorization","H Choe, Y Choe, M Park - US Patent App. 11/855,856, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080103984A1/en,No PDF available
"Method for using applications in a mobile station, a mobile station and a system for effecting payments","P Heinonen, M Terho, MJ Marttila… - US Patent 5,887,266, 1999 - Google Patents",1999,https://patents.google.com/patent/US5887266A/en,No PDF available
Game theoretic prioritization scheme for mobile ad hoc networks permitting hierarchal deference,"SM Hoffberg - US Patent 7,590,589, 2009 - Google Patents",2009,https://patents.google.com/patent/US7590589B2/en,No PDF available
Contextual mobile content placement on a mobile communication facility,"J Ramer, A Soroca, D Doughty - US Patent 7,548,915, 2009 - Google Patents",2009,https://patents.google.com/patent/US7548915B2/en,No PDF available
Transaction server configured to authorize payment transactions using mobile telephone devices,"DJ Pharris - US Patent App. 12/412,193, 2009 - Google Patents",2009,https://patents.google.com/patent/US20090254479A1/en,No PDF available
Optimum diversity combining and equalization in digital data transmission with applications to cellular mobile radio. I. Theoretical considerations,"P Balaban, J Salz - IEEE Transactions on Communications, 1992 - ieeexplore.ieee.org",1992,https://ieeexplore.ieee.org/abstract/document/141454/,https://ieeexplore.ieee.org/iel1/26/3796/00141454.pdf
On lightweight mobile phone application certification,"W Enck, M Ongtang, P McDaniel - … of the 16th ACM conference on …, 2009 - dl.acm.org",2009,https://dl.acm.org/citation.cfm?id=1653691,https://www.enck.org/pubs/ccs09-enck.pdf
Artoolkitplus for pose tracking on mobile devices,"D Wagner, D Schmalstieg - 2007 - researchgate.net",2007,https://www.researchgate.net/profile/Daniel_Wagner6/publication/216813818_ARToolKitPlus_for_Pose_Tracking_on_Mobile_Devices/links/09e415108eec819388000000/ARToolKitPlus-for-Pose-Tracking-on-Mobile-Devices.pdf,https://www.researchgate.net/profile/Daniel_Wagner6/publication/216813818_ARToolKitPlus_for_Pose_Tracking_on_Mobile_Devices/links/09e415108eec819388000000/ARToolKitPlus-for-Pose-Tracking-on-Mobile-Devices.pdf
E-coupon service for location-aware mobile commerce which determines whether to supply requested e-coupons based on the number of requests received in a …,"KK Leung, H Luo, NK Shankaranarayanan - US Patent 6,996,579, 2006 - Google Patents",2006,https://patents.google.com/patent/US6996579B2/en,https://patentimages.storage.googleapis.com/f1/26/f7/7a77c36b683eb0/US10002999.pdf
Method and apparatus for registering a mobile device with a gaming machine,"DH Muir, BT Nguyen - US Patent 7,611,409, 2009 - Google Patents",2009,https://patents.google.com/patent/US7611409B2/en,No PDF available
Digital rights management in a mobile communications environment,"M Kontio, Z Honglang, P Gustafsson… - US Patent App. 10 …, 2004 - Google Patents",2004,https://patents.google.com/patent/US20040249768A1/en,No PDF available
Method and apparatus for providing mobile and other intermittent connectivity in a computing environment,"AD Hanson, EA Sturniolo, A Menn, ED Olson… - US Patent …, 2006 - Google Patents",2006,https://patents.google.com/patent/US7136645B2/en,https://patentimages.storage.googleapis.com/41/69/40/e2d3e209cc4928/US10078377.pdf
Control experiment of a wheel-driven mobile inverted pendulum using neural network,"S Jung, SS Kim - IEEE Transactions on Control Systems …, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4431881/,https://ieeexplore.ieee.org/iel5/87/4456726/04431881.pdf
Signal acquisition and tracking with adaptive arrays in the digital mobile radio system IS-54 with flat fading,"JH Winters - IEEE Transactions on Vehicular Technology, 1993 - ieeexplore.ieee.org",1993,https://ieeexplore.ieee.org/abstract/document/260776/,https://ieeexplore.ieee.org/iel1/25/6590/00260776.pdf
"System, method, and computer program product for providing location based services and mobile e-commerce","ML Barnes Jr - US Patent 8,611,919, 2013 - Google Patents",2013,https://patents.google.com/patent/US8611919B2/en,No PDF available
Mobile commerce infrastructure systems and methods,"B Friedman - US Patent 8,548,908, 2013 - Google Patents",2013,https://patents.google.com/patent/US8548908B2/en,No PDF available
Mobile payment management,"D Wentker, E Wong, G Shenker, D Deibert - US Patent 8,923,827, 2014 - Google Patents",2014,https://patents.google.com/patent/US8923827B2/en,No PDF available
Mobile content spidering and compatibility determination,"J Ramer, A Soroca, D Doughty, AM Groh - US Patent 8,229,914, 2012 - Google Patents",2012,https://patents.google.com/patent/US8229914B2/en,No PDF available
Mobile shopping method and application,"A Muller - US Patent App. 11/059,204, 2006 - Google Patents",2006,https://patents.google.com/patent/US20060106674A1/en,No PDF available
Mobile phone ATM processing methods and systems,"K Laracey - US Patent 8,632,000, 2014 - Google Patents",2014,https://patents.google.com/patent/US8632000B2/en,No PDF available
Detecting moving objects using a single camera on a mobile robot in an outdoor environment,"B Jung, GS Sukhatme - … on Intelligent Autonomous Systems, 2004 - robotics.usc.edu",2004,http://robotics.usc.edu/publications/media/uploads/pubs/372.pdf,http://robotics.usc.edu/publications/media/uploads/pubs/372.pdf
Mobile Person-to-Person Payment System,"J Tumminaro, C Realini, P Hosokawa… - US Patent App. 11 …, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070255653A1/en,No PDF available
Mobile communication device,"SM Hoffberg - US Patent 6,252,544, 2001 - Google Patents",2001,https://patents.google.com/patent/US6252544B1/en,No PDF available
LTE for 4G mobile broadband: air interface technologies and performance,F Khan - 2009 - books.google.com,2009,https://books.google.de/books?hl=de&lr=&id=qKPHFM-D8PkC&oi=fnd&pg=PR13&dq=compensation+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)&ots=m1oMHBMc_H&sig=WEoyt9D0takUIa20w3y0JK-wxPA,http://www.academia.edu/download/34922729/HMLTE_for_4G_Mobile_Broadband.pdf
Authorized mobile content search results,"J Ramer, A Soroca, D Doughty - US Patent App. 11/382,260, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080009268A1/en,No PDF available
Mobile commerce systems and methods,"SE Arthur, CL Toomer, S Owen… - US Patent 8,566,239, 2013 - Google Patents",2013,https://patents.google.com/patent/US8566239B2/en,No PDF available
XML-based representation of mobile process calculi,"LG Meredith - US Patent 6,516,322, 2003 - Google Patents",2003,https://patents.google.com/patent/US6516322B1/en,No PDF available
"Method and system for receiving, storing and processing electronic vouchers with a mobile phone or a personal digital assistant","M Elhaoussine, NHT Van Bang - US Patent App. 10/181,737, 2003 - Google Patents",2003,https://patents.google.com/patent/US20030004808A1/en,No PDF available
Sensors for mobile robots,HR Everett - 1995 - taylorfrancis.com,1995,https://www.taylorfrancis.com/books/9781439863480,No PDF available
"Method and apparatus for acquiring, processing, using and brokering location information associated with mobile communication devices","EN Ross - US Patent 6,961,562, 2005 - Google Patents",2005,https://patents.google.com/patent/US6961562B2/en,No PDF available
"Convergent communications system and method with a rule set for authorizing, debiting, settling and recharging a mobile commerce account","SJ Joyce, M Goparaju, SM Kumar… - US Patent …, 2007 - Google Patents",2007,https://patents.google.com/patent/US7248855B2/en,No PDF available
Provisioning electronic transaction card in mobile device,"SG Narendra, P Tadepalli, TN Spitzer - US Patent 7,954,717, 2011 - Google Patents",2011,https://patents.google.com/patent/US7954717B2/en,No PDF available
Line extraction in 2D range images for mobile robotics,"GA Borges, MJ Aldon - Journal of intelligent and Robotic Systems, 2004 - Springer",2004,https://link.springer.com/article/10.1023/B:JINT.0000038945.55712.65,https://link.springer.com/content/pdf/10.1023/B:JINT.0000038945.55712.65.pdf
System and method of mobile device advertising,"GM Porco - US Patent App. 11/766,860, 2008 - Google Patents",2008,https://patents.google.com/patent/US20080318559A1/en,No PDF available
Mobile Client Application for Mobile Payments,"J Tumminaro - US Patent App. 11/694,895, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070244811A1/en,No PDF available
Virtual pooled account for mobile banking,"C Realini - US Patent 7,873,573, 2011 - Google Patents",2011,https://patents.google.com/patent/US7873573B2/en,No PDF available
Control of cooperating mobile manipulators,"TG Sugar, V Kumar - IEEE Transactions on robotics and …, 2002 - ieeexplore.ieee.org",2002,https://ieeexplore.ieee.org/abstract/document/988979/,https://ieeexplore.ieee.org/iel5/70/21308/00988979.pdf
BER performance of QDPSK with postdetection diversity reception in mobile radio channels,"F Adachi, K Ohno - IEEE Transactions on Vehicular Technology, 1991 - ieeexplore.ieee.org",1991,https://ieeexplore.ieee.org/abstract/document/69994/,https://ieeexplore.ieee.org/iel1/25/2453/00069994.pdf
GPS-based tracking control for a car-like wheeled mobile robot with skidding and slipping,"CB Low, D Wang - IEEE/ASME transactions on mechatronics, 2008 - ieeexplore.ieee.org",2008,https://ieeexplore.ieee.org/abstract/document/4598867/,https://ieeexplore.ieee.org/iel5/3516/4598871/04598867.pdf
Neural-network control of mobile manipulators,"S Lin, AA Goldenberg - IEEE Transactions on Neural Networks, 2001 - ieeexplore.ieee.org",2001,https://ieeexplore.ieee.org/abstract/document/950141/,https://ieeexplore.ieee.org/iel5/72/20556/00950141.pdf
Location based presentation of mobile content,"J Ramer, A Soroca, D Doughty - US Patent App. 11/383,236, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070061245A1/en,No PDF available
Separate controls of meter-in and meter-out orifices in mobile hyraulic systems,"A Jansson, JO Palmberg - SAE transactions, 1990 - JSTOR",1990,https://www.jstor.org/stable/44469407,No PDF available
Mobile device with transaction card in add-on slot,"SG Narendra, TN Spitzer, P Tadepalli - US Patent 7,954,715, 2011 - Google Patents",2011,https://patents.google.com/patent/US7954715B2/en,No PDF available
Transacting Mobile Person-to-Person Payments,"J Tumminaro, P Hosokawa, D Schwartz… - US Patent App. 11 …, 2007 - Google Patents",2007,https://patents.google.com/patent/US20070255620A1/en,No PDF available
Co-channel interference cancelling receiver for TDMA mobile systems,"PA Ranta, A Hottinen… - … , 1995. ICC'95 Seattle,' …, 1995 - ieeexplore.ieee.org",1995,https://ieeexplore.ieee.org/abstract/document/525131/,No PDF available
Potential fields for maintaining connectivity of mobile networks,"MM Zavlanos, GJ Pappas - IEEE Transactions on robotics, 2007 - ieeexplore.ieee.org",2007,https://ieeexplore.ieee.org/abstract/document/4285865/,https://ieeexplore.ieee.org/iel5/8860/4285839/04285865.pdf
Data association for mobile robot navigation: A graph theoretic approach,"T Bailey, EM Nebot, JK Rosenblatt… - … on Robotics and …, 2000 - pdfs.semanticscholar.org",2000,https://pdfs.semanticscholar.org/8eba/78a0a25190a147bad37fa087cccca8d5ad75.pdf,https://pdfs.semanticscholar.org/8eba/78a0a25190a147bad37fa087cccca8d5ad75.pdf
Electronic transaction card powered by mobile device,"SG Narendra, P Tadepalli, TN Spitzer - US Patent 7,954,716, 2011 - Google Patents",2011,https://patents.google.com/patent/US7954716B2/en,No PDF available
"Method for using applications in a mobile station, a mobile station, and a system for effecting payments","P Heinonen, M Terho, M Marttila, M Rautiola - US Patent 6,418,326, 2002 - Google Patents",2002,https://patents.google.com/patent/US6418326B1/en,No PDF available
Nuglets: a virtual currency to stimulate cooperation in self-organized mobile ad hoc networks,"L Buttyan, JP Hubaux - 2001 - infoscience.epfl.ch",2001,https://infoscience.epfl.ch/record/52377/files/IC_TECH_REPORT_200101.pdf,https://infoscience.epfl.ch/record/52377/files/IC_TECH_REPORT_200101.pdf
Reduced-complexity baseband compensation of joint Tx/Rx I/Q imbalance in mobile MIMO-OFDM,"B Narasimhan, S Narayanan, H Minn… - IEEE Transactions on …, 2010 - ieeexplore.ieee.org",2010,https://ieeexplore.ieee.org/abstract/document/5463226/,https://ieeexplore.ieee.org/iel5/7693/5463204/05463226.pdf
Method and apparatus for registering a mobile device with a gaming machine,"DH Muir, BT Nguyen - US Patent 7,699,703, 2010 - Google Patents",2010,https://patents.google.com/patent/US7699703B2/en,No PDF available
Design and implementation of model-predictive control with friction compensation on an omnidirectional mobile robot,"AGS Conceição, CET Dórea, L Martinez… - … /ASME Transactions …, 2014 - ieeexplore.ieee.org",2014,https://ieeexplore.ieee.org/abstract/document/6461945/,https://ieeexplore.ieee.org/iel5/3516/6746080/06461945.pdf
Nested commits for mobile calculi: extending Join,"R Bruni, H Melgratti, U Montanari - Exploring New Frontiers of Theoretical …, 2004 - Springer",2004,https://link.springer.com/chapter/10.1007/1-4020-8141-3_43,https://link.springer.com/content/pdf/10.1007/1-4020-8141-3_43.pdf
