title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
Where cognitive psychology applies: How theories about memory and transfer can influence composition pedagogy;J Foertsch - Written Communication, 1995 - journals.sagepub.com;1995;https://journals.sagepub.com/doi/abs/10.1177/0741088395012003006;https://journals.sagepub.com/doi/pdf/10.1177/0741088395012003006;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;56;No DOI available;;;;;;;;
Urban happiness: context-sensitive study of the social sustainability of urban settings;M Kyttä, A Broberg, M Haybatollahi… - … and Planning B …, 2016 - journals.sagepub.com;2016;https://journals.sagepub.com/doi/abs/10.1177/0265813515600121;https://www.researchgate.net/profile/Marketta_Kyttae/publication/281715557_Urban_happiness_context-sensitive_study_of_the_social_sustainability_of_urban_settings/links/5ae1c6420f7e9b285948a844/Urban-happiness-context-sensitive-study-of-the-social-sustainability-of-urban-settings.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
Willingness-to-pay for safety improvements in the German meat sector: the case of the Q&S label;U Enneking - European review of agricultural economics, 2004 - academic.oup.com;2004;https://academic.oup.com/erae/article-abstract/31/2/205/503853;https://academic.oup.com/erae/article-pdf/31/2/205/1356044/jbh017.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;184;No DOI available;;;;;;;;
Learning and incorporating top-down cues in image segmentation;X He, RS Zemel, D Ray - European conference on computer vision, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/11744023_27;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.94.9529&rep=rep1&type=pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;221;No DOI available;;;;;;;;
Multiple facets of GABAergic neurons and synapses: multiple fates of GABA signalling in epilepsies;R Cossart, C Bernard, Y Ben-Ari - Trends in neurosciences, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S0166223604003674;http://www.inmed.fr/wp-content/uploads/2014/04/15667934.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;307;No DOI available;;;;;;;;
Distributed data structures for authorization and access control for computing resources;HM Gladney - US Patent 7,331,058, 2008 - Google Patents;2008;https://patents.google.com/patent/US7331058B1/en;No PDF available;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;50;No DOI available;;;;;;;;
Distribution and regulation of telencephalic aromatase expression in the zebra finch revealed with a specific antibody;CJ Saldanha, MJ Tuerk, YH Kim… - Journal of …, 2000 - Wiley Online Library;2000;https://onlinelibrary.wiley.com/doi/abs/10.1002/1096-9861(20000807)423:4%3C619::AID-CNE7%3E3.0.CO2-U;https://onlinelibrary.wiley.com/doi/full/10.1002/1096-9861%2820000807%29423%3A4%3C619%3A%3AAID-CNE7%3E3.0.CO%3B2-U;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;197;No DOI available;;;;;;;;
Distributed intelligent interactive visualization and exploration of time-oriented clinical data and their abstractions;Y Shahar, D Goren-Bar, D Boaz, G Tahan - Artificial intelligence in medicine, 2006 - Elsevier;2006;https://www.sciencedirect.com/science/article/pii/S0933365705000771;http://www.academia.edu/download/46075132/j.artmed.2005.03.00120160530-23652-1ddrrw8.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;127;No DOI available;;;;;;;;
Context-sensitive term expansion with multiple levels of expansion;RD Dettinger, DG Herbeck, JW Tenner, EW Will… - US Patent …, 2009 - Google Patents;2009;https://patents.google.com/patent/US7617196B2/en;No PDF available;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;34;No DOI available;;;;;;;;
Cognitive modeling with context sensitive reinforcement learning;C Balkenius, S Winberg - Proceedings of AILS, 2004 - portal.research.lu.se;2004;http://portal.research.lu.se/portal/files/4792451/624999.pdf;http://portal.research.lu.se/portal/files/4792451/624999.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;47;No DOI available;;;;;;;;
Developing context-sensitive livability indicators for transportation planning: a measurement framework;HJ Miller, F Witlox, CP Tribby - Journal of Transport Geography, 2013 - Elsevier;2013;https://www.sciencedirect.com/science/article/pii/S0966692312002189;https://biblio.ugent.be/publication/3238923/file/6790618.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
What is a memory schema? A historical perspective on current neuroscience literature;VE Ghosh, A Gilboa - Neuropsychologia, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0028393213003990;https://create4stem.msu.edu/sites/default/files/event/files/Ghosh%20&%20Bilboa%20(2014).pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;166;No DOI available;;;;;;;;
The role of contrast-specific and language-specific phonetics in contour tone distribution;J Zhang - Phonetically based phonology, 2004 - books.google.com;2004;https://books.google.de/books?hl=de&lr=&id=LtYrdhxAO_QC&oi=fnd&pg=PA157&dq=context-specific+AND+distributed+composition+AND+sensitiv&ots=X2dLE24iAN&sig=i5KoJnXHZLZ4KtTc-BNfL3TMyHI;http://linguistics.ku.edu/sites/linguistics.ku.edu/files/docs/Zhang/zhang-chapter-proof.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;90;No DOI available;;;;;;;;
Perception of speech reflects optimal use of probabilistic speech cues;M Clayards, MK Tanenhaus, RN Aslin, RA Jacobs - Cognition, 2008 - Elsevier;2008;https://www.sciencedirect.com/science/article/pii/S0010027708001017;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2582186/;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;292;No DOI available;;;;;;;;
Mechanisms and processes underlying landscape structure effects on bird populations;PM Dolman - Birds and habitat: relationships in changing …, 2012 - books.google.com;2012;https://books.google.de/books?hl=de&lr=&id=vYEsCgAAQBAJ&oi=fnd&pg=PA93&dq=context-specific+AND+distributed+composition+AND+sensitiv&ots=WCP0aJVbf1&sig=IleDQKWkXWjtO1OZl4B4f2YaFeg;No PDF available;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
Hydrological connectivity: Linking concepts with practical implications;I Lexartza-Artza, J Wainwright - Catena, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0341816209001453;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:LAYPSiEwhxcJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=15159123274052769668&oi=lle;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;122;No DOI available;;;;;;;;
Harnessing connectivity in a large-scale small-molecule sensitivity dataset;B Seashore-Ludlow, MG Rees, JH Cheah, M Cokol… - Cancer discovery, 2015 - AACR;2015;http://cancerdiscovery.aacrjournals.org/content/5/11/1210.short;http://cancerdiscovery.aacrjournals.org/content/candisc/5/11/1210.full.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;181;No DOI available;;;;;;;;
Supporting peer help and collaboration in distributed workplace environments;JE Greer, G Mccalla, JA Collins… - … Journal of Artificial …, 1998 - hal.archives-ouvertes.fr;1998;https://hal.archives-ouvertes.fr/hal-00588744/;https://hal.archives-ouvertes.fr/hal-00588744/document;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;138;No DOI available;;;;;;;;
A hidden Markov model for collaborative filtering;N Sahoo, PV Singh… - Management Information …, 2010 - papers.ssrn.com;2010;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1700585;https://pdfs.semanticscholar.org/8077/2bf73128b8666637f200f0920b0e1a243548.pdf;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;115;No DOI available;;;;;;;;
Genomic patterns and context specific interpretation of DNA methylation;T Baubec, D Schübeler - Current opinion in genetics & development, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0959437X13001792;No PDF available;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;88;No DOI available;;;;;;;;
High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities;T Hart, M Chandrashekhar, M Aregger, Z Steinhart… - Cell, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S0092867415014956;https://www.sciencedirect.com/science/article/pii/S0092867415014956;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;457;No DOI available;;;;;;;;
Training in tasks with different visual-spatial components does not improve virtual arthroscopy performance;P Ström, A Kjellin, L Hedman, T Wredmark… - Surgical Endoscopy And …, 2004 - Springer;2004;https://link.springer.com/article/10.1007/s00464-003-9023-y;https://link.springer.com/article/10.1007/s00464-003-9023-y;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;48;No DOI available;;;;;;;;
Role of microcircuit structure and input integration in hippocampal interneuron recruitment and plasticity;M Bartos, H Alle, I Vida - Neuropharmacology, 2011 - Elsevier;2011;https://www.sciencedirect.com/science/article/pii/S0028390810003527;No PDF available;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
Cognitive mechanisms underlying the creative process;L Gabora - Proceedings of the 4th conference on Creativity & …, 2002 - dl.acm.org;2002;https://dl.acm.org/citation.cfm?id=581730;https://arxiv.org/pdf/1310.1678;context-specific+AND+distributed+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;189;No DOI available;;;;;;;;
Assessing flexibility in event-driven process adaptation;I Patiniotakis, D Apostolou, Y Verginadis… - Information Systems, 2017 - Elsevier;2017;https://www.sciencedirect.com/science/article/pii/S0306437917300054;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:23buZEVV0xkJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=15319671566268529796&oi=lle;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Adaptive Web Services for Modular and Reusable Software Development: Tactics and Solutions: Tactics and Solutions;G Ortiz - 2012 - books.google.com;2012;https://books.google.de/books?hl=de&lr=&id=ALaeBQAAQBAJ&oi=fnd&pg=PR1&dq=situation-aware+AND+choreography+AND+adapt*&ots=yKUJM2kAQO&sig=gNpwjar_dj2XJU0ugoW9sxwen7g;https://www.simondobson.org/static/sd/softcopy/sapere-soa-semantic-web-12.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Self-aware computing systems: related concepts and research areas;J Cámara, KL Bellman, JO Kephart, M Autili… - Self-Aware Computing …, 2017 - Springer;2017;https://link.springer.com/chapter/10.1007/978-3-319-47474-8_2;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
From situation modelling to a distributed rule-based platform for situation awareness: an ontological framework for disaster management applications;JLR Moreira - 2011 - core.ac.uk;2011;https://core.ac.uk/download/pdf/31153767.pdf;https://core.ac.uk/download/pdf/31153767.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Service-based computing on manets: Enabling dynamic interoperability of first responders;J Kopena, E Sultanik, G Naik, I Howley… - IEEE Intelligent …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1511996/;https://ieeexplore.ieee.org/iel5/9670/32373/01511996.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;28;No DOI available;;;;;;;;
IoT Coordination: Designing a context-driven architecture;B Radia, J Zahi - 2017 13th International Conference on Signal …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/8334776/;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Bridging the Gap between Mobile Application Contexts and Web Resources;S Dietze, A Gugliotta, J Domingue - Web Technologies: Concepts …, 2010 - igi-global.com;2010;https://www.igi-global.com/chapter/bridging-gap-between-mobile-application/37719;https://pdfs.semanticscholar.org/d985/0d8a6901031881388f10ec0feae7596d3c3d.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
Towards the agility of collaborative workflows through an event driven approach–Application to crisis management;AM Barthe-Delanoë, A Montarnal, S Truptil… - International journal of …, 2018 - Elsevier;2018;https://www.sciencedirect.com/science/article/pii/S2212420918302309;https://hal-mines-albi.archives-ouvertes.fr/hal-01724575/document;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
A semantic rule and event driven approach for agile decision-centric business process management;A Paschke - European Conference on a Service-Based Internet, 2011 - Springer;2011;https://link.springer.com/chapter/10.1007/978-3-642-24755-2_24;http://www.academia.edu/download/46301845/A_Semantic_Rule_and_Event_Driven_Approac20160607-12338-1wg637l.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
Is Drivers' Situation Awareness Influenced by a Fully Automated Driving Scenario?;N Merat, AH Jamson - Human factors, security and safety, 2009 - eprints.whiterose.ac.uk;2009;http://eprints.whiterose.ac.uk/84466/;http://eprints.whiterose.ac.uk/84466/1/pMerat.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
Modeling context-aware systems using TOSCA;M Martín Sanchez - 2017 - elib.uni-stuttgart.de;2017;http://elib.uni-stuttgart.de/handle/11682/9303;http://elib.uni-stuttgart.de/bitstream/11682/9303/1/master_thesis_final.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Bridging the Gap between Mobile Application Contexts and Semantic Web Resources Web Resources;S Dietze, A Gugliotta, J Domingue - pdfs.semanticscholar.org;No year available;https://pdfs.semanticscholar.org/8004/0767788bcbb07bd14dbc63281146f89dc6f2.pdf;https://pdfs.semanticscholar.org/8004/0767788bcbb07bd14dbc63281146f89dc6f2.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
SquirrelJoin: network-aware distributed join processing with lazy partitioning;L Rupprecht, W Culhane, P Pietzuch - Proceedings of the VLDB …, 2017 - dl.acm.org;2017;https://dl.acm.org/citation.cfm?id=3137636;https://pdfs.semanticscholar.org/6ed9/31956400fd24bb50198978723a3a2888660c.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
In the Cause of Architecture: Traversing Design and Making;I Maxwell, D Pigram - Log, 2012 - JSTOR;2012;https://www.jstor.org/stable/41765733;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
Pure Edge Computing Platform for the Future Internet;M D'Angelo, M Caporuscio - Federation of International Conferences on …, 2016 - Springer;2016;https://link.springer.com/chapter/10.1007/978-3-319-50230-4_36;https://www.researchgate.net/profile/Mauro_Caporuscio/publication/308792578_Pure_Edge_Computing_Platform_for_the_Future_Internet/links/5b2a28ff0f7e9b1d009bd50e/Pure-Edge-Computing-Platform-for-the-Future-Internet.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Enacting Emergent Configurations in the IoT Through Domain Objects;F Alkhabbas, M De Sanctis, R Spalazzese… - … Conference on Service …, 2018 - Springer;2018;https://link.springer.com/chapter/10.1007/978-3-030-03596-9_19;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Reliable real-time recognition of motion related human activities using MEMS inertial sensors;K Frank, MJV Nadales, P Robertson… - Proceedings of the 23rd …, 2010 - Citeseer;2010;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.646.4157&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.646.4157&rep=rep1&type=pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;;;;;;;;
Optimism as a Way of Life: Case Studies on Three Young Girls;R Chawla - Youth and Positivism - researchgate.net;No year available;https://www.researchgate.net/profile/Dr_Vikas_Madhukar/publication/303524726_Youth_and_Positivism/links/5746d5ed08ae9ace8425c7a9/Youth-and-Positivism.pdf#page=127;https://www.researchgate.net/profile/Dr_Vikas_Madhukar/publication/303524726_Youth_and_Positivism/links/5746d5ed08ae9ace8425c7a9/Youth-and-Positivism.pdf#page=127;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Minimizing communication overhead in window-based parallel complex event processing;R Mayer, MA Tariq, K Rothermel - Proceedings of the 11th ACM …, 2017 - dl.acm.org;2017;https://dl.acm.org/citation.cfm?id=3093914;https://arxiv.org/pdf/1705.05824;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
Teams team training and the role of simulation;PR Barach, PH Cosman - Pediatric and Congenital Cardiac Care …, 2014 - books.google.com;2014;https://books.google.de/books?hl=de&lr=&id=AnS1BQAAQBAJ&oi=fnd&pg=PA68&dq=situation-aware+AND+choreography+AND+adapt*&ots=FO7qqr_fT2&sig=g4fKkHVm5ysIUPwtgy0EwJei9oE;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
L2l: Coordinating iot-enabled processes with instant response to rapid changing environments;L Ye, C Hu, HL Truong, L Zhang - ResearchGate preprint, 2018 - researchgate.net;2018;https://www.researchgate.net/profile/Leon_Ye/publication/323628521_L2L_Coordinating_IoT-enabled_Processes_with_Instant_Response_to_Rapid_Changing_Environments/links/5aa76c400f7e9bbbff8cb278/L2L-Coordinating-IoT-enabled-Processes-with-Instant-Response-to-Rapid-Changing-Environments.pdf;https://www.researchgate.net/profile/Leon_Ye/publication/323628521_L2L_Coordinating_IoT-enabled_Processes_with_Instant_Response_to_Rapid_Changing_Environments/links/5aa76c400f7e9bbbff8cb278/L2L-Coordinating-IoT-enabled-Processes-with-Instant-Response-to-Rapid-Changing-Environments.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Lightweight Service Mashup Middleware With REST Style Architecture for IoT Applications;B Cheng, S Zhao, J Qian, Z Zhai… - IEEE Transactions on …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/8340176/;https://ieeexplore.ieee.org/iel7/4275028/5699970/08340176.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
The business value of semantic technologies;M Davis - presentation and report, Semantic Technologies for E …, 2004 - project10x.com;2004;https://project10x.com/bio_downloads/business_value_of_semantic_technologies_2005.pdf;https://project10x.com/bio_downloads/business_value_of_semantic_technologies_2005.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Privacy in Web Service Transactions: A Tale of More than a Decade of Work;L Bahri, B Carminati, E Ferrari - IEEE Transactions on Services …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/7937912/;https://ieeexplore.ieee.org/iel7/4629386/4629387/07937912.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Network-Centric Service-Oriented Enterprises;WY Chang - Network-Centric Service-Oriented Enterprise, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-1-4020-6456-2_10;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Comparison: Discovery on WSMOLX and miAamics/jABC;C Kubczak, T Vitvar, C Winkler, R Zaharia… - Semantic Web Services …, 2009 - Springer;2009;https://link.springer.com/chapter/10.1007/978-0-387-72496-6_15;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Some open questions for the integration of trust with negotiation argumentation and semantics;P Bonatti, E Oliveira, J Sabater-Mir, C Sierra, F Toni - 2010 - agreement-technologies.eu;2010;http://www.agreement-technologies.eu/wp-content/plugins/fresh-page/files_flutter/1285596012Someopenquestionsfortheintegration-Bonattietal.pdf;http://www.agreement-technologies.eu/wp-content/plugins/fresh-page/files_flutter/1285596012Someopenquestionsfortheintegration-Bonattietal.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Enriching the 'integration as a service paradigm'for the cloud era;P Raj - Cloud computing–principles and paradigms. Wiley …, 2011 - Wiley Online Library;2011;https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470940105#page=76;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
A dynamic service description for mobile environments;R Verma, A Srivastava - Computing, 2018 - Springer;2018;https://link.springer.com/article/10.1007/s00607-018-0611-z;https://link.springer.com/article/10.1007/s00607-018-0611-z;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Software agents for electronic business: Opportunities and challenges (2005 re-mix);JP Müller, B Bauer, T Friese, S Roser… - Multiagent based Supply …, 2006 - Springer;2006;https://link.springer.com/content/pdf/10.1007/978-3-540-33876-5_3.pdf;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Modeling and execution of blockchain-aware business processes;G Falazi, M Hahn, U Breitenbücher… - SICS Software-Intensive …, 2018 - Springer;2018;https://link.springer.com/article/10.1007/s00450-019-00399-5;https://link.springer.com/article/10.1007/s00450-019-00399-5;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
On the integration of trust with negotiation argumentation and semantics;P Bonatti, E Oliveira, J Sabater-Mir… - The Knowledge …, 2014 - cambridge.org;2014;https://www.cambridge.org/core/journals/knowledge-engineering-review/article/on-the-integration-of-trust-with-negotiation-argumentation-and-semantics/4251479AAE967556879D64E879B825DF;https://www.cambridge.org/core/services/aop-cambridge-core/content/view/4251479AAE967556879D64E879B825DF/S0269888913000064a.pdf/on-the-integration-of-trust-with-negotiation-argumentation-and-semantics.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
Cloud enterprise architecture;P Raj - 2012 - taylorfrancis.com;2012;https://www.taylorfrancis.com/books/9781466502338;http://www.ittoday.info/Articles/Cloud_Enterprise_Architecture.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
Real-time Batch Scheduling in Data-Parallel Complex Event Processing;R Mayer, MA Tariq, K Rothermel - Techn. Ber. Technical …, 2016 - informatik.uni-stuttgart.de;2016;ftp://ftp.informatik.uni-stuttgart.de/pub/library/ncstrl.ustuttgart_fi/TR-2016-04/TR-2016-04.pdf;ftp://ftp.informatik.uni-stuttgart.de/pub/library/ncstrl.ustuttgart_fi/TR-2016-04/TR-2016-04.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Emerging Directions in Embedded and Ubiquitous Computing;XZOS LuYan, ESJZS YiMu, DCLD Kim, YSJCZ Xu - Springer;No year available;https://link.springer.com/content/pdf/10.1007/11807964.pdf;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Emerging Directions in Embedded and Ubiquitous Computing: EUC 2006 Workshops: NCUS SecUbiq USN TRUST ESO and MSA Seoul Korea August 1 …;X Zhou, O Sokolsky, L Yan, ES Jung, Z Shao, Y Mu… - 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=-zdsCQAAQBAJ&oi=fnd&pg=PA1&dq=situation-aware+AND+choreography+AND+adapt*&ots=iQ1u3__eVq&sig=evsYJjyLWiGuKNgf-HJQhDKsM6E;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Web Services Research for Emerging Applications: Discoveries and Trends: Discoveries and Trends;LJ Zhang - 2010 - books.google.com;2010;https://books.google.de/books?hl=de&lr=&id=fXJ7IW0mBa4C&oi=fnd&pg=PR1&dq=situation-aware+AND+choreography+AND+adapt*&ots=tICQLQCkXk&sig=jr0ZVH5nYxaNfS2Hhp9kmQraheU;No PDF available;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
From event streams to process models and back: Challenges and opportunities;P Soffer, A Hinze, A Koschmider, H Ziekow… - Information Systems, 2017 - Elsevier;2017;https://www.sciencedirect.com/science/article/pii/S0306437917300145;https://www.researchgate.net/profile/Claudio_Di_Ciccio/publication/320992635_From_Event_Streams_to_Process_Models_and_Back_Challenges_and_Opportunities/links/5b22483ea6fdcc69745ee3f4/From-Event-Streams-to-Process-Models-and-Back-Challenges-and-Opportunities.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Variability modeling to develop flexible service-oriented applications;J Park, M Moon, K Yeom - Journal of Systems Science and Systems …, 2011 - Springer;2011;https://link.springer.com/article/10.1007/s11518-011-5164-z;https://link.springer.com/content/pdf/10.1007/s11518-011-5164-z.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
the German Research Training Groups in Computer Science;A Babari, C Carapelle - lat.inf.tu-dresden.de;No year available;https://lat.inf.tu-dresden.de/quantla/images/documents/RTGs_joint_workshop_proceedings_2015.pdf;https://lat.inf.tu-dresden.de/quantla/images/documents/RTGs_joint_workshop_proceedings_2015.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops;RMZ Tari, P Herrero - 2007 - researchgate.net;2007;https://www.researchgate.net/profile/Simao_Sousa/publication/259885031_Lecture_Notes_in_Computer_Science_4277_Commenced_Publication_in_1973_Founding_and_Former_Series_Editors_Editorial_Board/links/0deec52e6391bef872000000.pdf;https://www.researchgate.net/profile/Simao_Sousa/publication/259885031_Lecture_Notes_in_Computer_Science_4277_Commenced_Publication_in_1973_Founding_and_Former_Series_Editors_Editorial_Board/links/0deec52e6391bef872000000.pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Sources of embodied creativity: Interactivity and ideation in contact improvisation;M Kimmel, D Hristova, K Kussmaul - Behavioral Sciences, 2018 - mdpi.com;2018;https://www.mdpi.com/2076-328X/8/6/52;https://www.mdpi.com/2076-328X/8/6/52/pdf;situation-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
