title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
Adaptive behavior in autonomous agents;T Ziemke - Presence, 1998 - MIT Press;1998;https://www.mitpressjournals.org/doi/abs/10.1162/105474698565947;https://pdfs.semanticscholar.org/8942/1acd291cad262b89308da719593d7c0a0b61.pdf;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;99;No DOI available;;;;;;;;
The influences of landscape structure on butterfly distribution and movement: a review;J Dover, J Settele - Journal of Insect conservation, 2009 - Springer;2009;https://link.springer.com/article/10.1007/s10841-008-9135-8;https://link.springer.com/article/10.1007/s10841-008-9135-8;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;221;No DOI available;;;;;;;;
Population structure  spatial distribution and life‐history traits of blacktip reef sharks Carcharhinus melanopterus;J Mourier, SC Mills, S Planes - Journal of Fish Biology, 2013 - Wiley Online Library;2013;https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.12039;https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.12039;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;;;;;;;;
The vertebrate social behavior network: evolutionary themes and variations;JL Goodson - Hormones and behavior, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S0018506X0500036X;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2570781/;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;502;No DOI available;;;;;;;;
Composition of agarose substrate affects behavioral output of Drosophila larvae;AA Apostolopoulou, F Hersperger, L Mazija… - Frontiers in behavioral …, 2014 - frontiersin.org;2014;https://www.frontiersin.org/articles/10.3389/fnbeh.2014.00011;https://www.frontiersin.org/articles/10.3389/fnbeh.2014.00011;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
Multi-unit recordings reveal context-dependent modulation of synchrony in odor-specific neural ensembles;TA Christensen, VM Pawlowski, H Lei… - Nature …, 2000 - nature.com;2000;https://www.nature.com/articles/nn0900_927;http://www.academia.edu/download/35240571/MultiUnitRecordingsRevealContextDependentModulationOfSynchronyInOdorSpecificNeuralEnsembles.pdf;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;145;No DOI available;;;;;;;;
Neuroeconomics: Decision making and the brain;PW Glimcher, E Fehr - 2013 - books.google.com;2013;https://books.google.de/books?hl=de&lr=&id=qToTAAAAQBAJ&oi=fnd&pg=PP1&dq=context-dependent+AND+distributed+composition+AND+behaviour&ots=t8AqvE2Zgi&sig=ewzgv0rKYCDlgK_-ltV8MtSqJqA;https://u.osu.edu/ratcliffmckoon/files/2018/07/glimcher-chapter-1gtu9o2.pdf;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;971;No DOI available;;;;;;;;
Regulation of behavioral responses by corticotropin-releasing factor;CA Lowry, FL Moore - General and comparative endocrinology, 2006 - Elsevier;2006;https://www.sciencedirect.com/science/article/pii/S0016648005003813;No PDF available;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;147;No DOI available;;;;;;;;
Interpatch movement and edge effects: the role of behavioral responses to the landscape matrix;K J. Haynes, J T. Cronin - Oikos, 2006 - Wiley Online Library;2006;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0030-1299.2006.13977.x;https://onlinelibrary.wiley.com/doi/full/10.1111/j.0030-1299.2006.13977.x;context-dependent+AND+distributed+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;137;No DOI available;;;;;;;;
Modeling Context-Dependent Aspect Interference Using Default Logics.;F Sanen, E Truyen, W Joosen - RAM-SE, 2008 - core.ac.uk;2008;https://core.ac.uk/download/pdf/34387924.pdf;https://core.ac.uk/download/pdf/34387924.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Knowledge management in organizations: examining the interaction between technologies  techniques  and people;GD Bhatt - Journal of knowledge management, 2001 - emeraldinsight.com;2001;https://www.emeraldinsight.com/doi/abs/10.1108/13673270110384419;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:RofwjPYGXWMJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=16755829364079122846&oi=lle;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;1645;No DOI available;;;;;;;;
Software organization for dynamic and adaptable wearable systems;S Fickas, G Kortuem, Z Segall - Digest of papers. First …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/629920/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.35.6757&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;137;No DOI available;;;;;;;;
User interface framework for integrating user interface elements of independent software components;T Vachuska, R Hagarty, J Hummer - US Patent App. 10/113,431, 2003 - Google Patents;2003;https://patents.google.com/patent/US20030184584A1/en;https://patentimages.storage.googleapis.com/9c/0c/00/c3b725c30e5074/US10113431.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;76;No DOI available;;;;;;;;
Context sensitive storage management;DC Fisk - US Patent 7,020,758, 2006 - Google Patents;2006;https://patents.google.com/patent/US7020758B2/en;https://patentimages.storage.googleapis.com/68/ed/58/71bf012f064f4d/US10247261.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;165;No DOI available;;;;;;;;
Client—server system with central application management allowing an administrator to configure end user applications by executing them in the context of users and …;KF Hayes Jr - US Patent 6,205,476, 2001 - Google Patents;2001;https://patents.google.com/patent/US6205476B1/en;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;86;No DOI available;;;;;;;;
Toward self-healing infrastructure systems;M Amin - Computer, 2000 - computer.org;2000;https://www.computer.org/csdl/mags/co/2000/08/r8044.pdf;http://www.massoud-amin.umn.edu/publications/Amin_Computer_Aug_00.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;149;No DOI available;;;;;;;;
Distributed control representation for manipulation tasks;RA Grupen, M Huber, JA Coelho, K Souccar - IEEE Expert, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/395356/;https://ieeexplore.ieee.org/iel3/64/8967/00395356.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
Context dependent computer operation;Y Gupta, AA Hassan, R Rao… - US Patent App. 12 …, 2012 - Google Patents;2012;https://patents.google.com/patent/US20120139690A1/en;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;28;No DOI available;;;;;;;;
1-bit stochastic gradient descent and its application to data-parallel distributed training of speech dnns;F Seide, H Fu, J Droppo, G Li, D Yu - Fifteenth Annual Conference …, 2014 - isca-speech.org;2014;https://www.isca-speech.org/archive/interspeech_2014/i14_1058.html;https://mazsola.iit.uni-miskolc.hu/~czap/letoltes/IS14/IS2014/PDF/AUTHOR/IS140694.PDF;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;219;No DOI available;;;;;;;;
A neural model for context-dependent sequence learning;L Berthouze, A Tijsseling - Neural Processing Letters, 2006 - Springer;2006;https://link.springer.com/article/10.1007/s11063-005-2838-x;https://link.springer.com/content/pdf/10.1007/s11063-005-2838-x.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
Supporting reconfigurable object distribution for customized web applications;PH Chang, G Agha - Proceedings of the 2007 ACM symposium on …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1244280;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.74.7652&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Integration and coordination in a cognitive vision system;S Wrede, M Hanheide, S Wachsmuth… - … on Computer Vision …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1578689/;https://ieeexplore.ieee.org/iel5/10542/33355/01578689.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;;;;;;;;
Innovation in symbolic industries: The geography and organization of knowledge sourcing;R Martin, J Moodysson - European Planning Studies, 2011 - Taylor & Francis;2011;https://www.tandfonline.com/doi/abs/10.1080/09654313.2011.573131;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1003.6607&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;120;No DOI available;;;;;;;;
Runtime service composition via logic-based program synthesis;S Lämmermann - 2002 - diva-portal.org;2002;http://www.diva-portal.org/smash/get/diva2:9164/FULLTEXT01.pdf;http://www.diva-portal.org/smash/get/diva2:9164/FULLTEXT01.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;49;No DOI available;;;;;;;;
System and method for synchronizing the configuration of distributed network management applications;K Kortright - US Patent 7,523,184, 2009 - Google Patents;2009;https://patents.google.com/patent/US7523184B2/en;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;83;No DOI available;;;;;;;;
Wolves modulate soil nutrient heterogeneity and foliar nitrogen by configuring the distribution of ungulate carcasses;JK Bump, RO Peterson, JA Vucetich - Ecology, 2009 - Wiley Online Library;2009;https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/09-0292.1;https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/09-0292.1;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;90;No DOI available;;;;;;;;
Integrated product and process management for engineering design applications;B Westfechtel - Integrated Computer-Aided Engineering, 1996 - content.iospress.com;1996;https://content.iospress.com/articles/integrated-computer-aided-engineering/ica3-1-03;https://pdfs.semanticscholar.org/0dd1/e880d709989adc5094c3d13d4db86794de80.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;54;No DOI available;;;;;;;;
QuA: Platform-managed QoS for component architectures;S Amundsen, K Lund, F Eliassen… - Proceedings from …, 2004 - researchgate.net;2004;https://www.researchgate.net/profile/Frank_Eliassen/publication/255020526_QuA_Platform-Managed_QoS_for_Component_Architectures/links/0f317537a40649ee9d000000.pdf;https://www.researchgate.net/profile/Frank_Eliassen/publication/255020526_QuA_Platform-Managed_QoS_for_Component_Architectures/links/0f317537a40649ee9d000000.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
Design patterns: Abstraction and reuse of object-oriented design;E Gamma, R Helm, R Johnson, J Vlissides - European Conference on …, 1993 - Springer;1993;https://link.springer.com/chapter/10.1007/3-540-47910-4_21;http://paginas.fe.up.pt/~aaguiar/as2004-2005/gamma93designpatterns.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;1000;No DOI available;;;;;;;;
GlueQoS: Middleware to sweeten quality-of-service policy interactions;E Wohlstadter, S Tai, T Mikalsen, I Rouvellou… - Proceedings of the 26th …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=999424;https://ieeexplore.ieee.org/iel5/9201/29176/01317441.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;126;No DOI available;;;;;;;;
Modelling Human Control Behaviour with Context-Dependent Markov-Switching Multiple Models;R Murray-Smith - IFAC Proceedings Volumes, 1998 - Elsevier;1998;https://www.sciencedirect.com/science/article/pii/S1474667017401364;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.4664&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
Middleware challenges ahead;K Geihs - Computer, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/928618/;https://ieeexplore.ieee.org/iel5/2/20074/00928618.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;298;No DOI available;;;;;;;;
Frontiers in neuromorphic engineering;G Indiveri, TK Horiuchi - Frontiers in neuroscience, 2011 - frontiersin.org;2011;https://www.frontiersin.org/articles/10.3389/fnins.2011.00118;https://www.frontiersin.org/articles/10.3389/fnins.2011.00118;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;117;No DOI available;;;;;;;;
Service-oriented software architecture for sensor networks;F Golatowski, J Blumenthal, M Handy… - … Workshop on Mobile …, 2003 - researchgate.net;2003;https://www.researchgate.net/profile/Frank_Golatowski/publication/228695105_Service-oriented_software_architecture_for_sensor_networks/links/0046351a8ae5a75f8b000000.pdf;https://www.researchgate.net/profile/Frank_Golatowski/publication/228695105_Service-oriented_software_architecture_for_sensor_networks/links/0046351a8ae5a75f8b000000.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;79;No DOI available;;;;;;;;
Stream derivation and clustering scheme for subspace distribution clustering hidden Markov model;B Mak, E Bocchieri, E Barnard - 1997 IEEE Workshop on …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/659109/;https://ieeexplore.ieee.org/iel4/5256/14244/00659109.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
Investigations into partitioning of generalization processes in a distributed processing framework;F Thiemann, S Werder, T Globig, M Sester - Proceedings of the 26th …, 2013 - icaci.org;2013;https://icaci.org/files/documents/ICC_proceedings/ICC2013/_extendedAbstract/395_proceeding.pdf;https://icaci.org/files/documents/ICC_proceedings/ICC2013/_extendedAbstract/395_proceeding.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Context-based reputation management for service composition and reconfiguration;J Lee, J Zhang, Z Huang, KJ Lin - 2012 IEEE 14th International …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6470777/;https://ieeexplore.ieee.org/iel7/6470764/6470769/06470777.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Role of middleware for internet of things: A study;S Bandyopadhyay, M Sengupta… - … Journal of Computer …, 2011 - pdfs.semanticscholar.org;2011;https://pdfs.semanticscholar.org/85e9/6085e989d12b54183f989549af3cbfca1c92.pdf;https://pdfs.semanticscholar.org/85e9/6085e989d12b54183f989549af3cbfca1c92.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;195;No DOI available;;;;;;;;
Using KL-based acoustic models in a large vocabulary recognition task;G Aradilla, H Bourlard, MM Doss - Ninth Annual Conference of the …, 2008 - isca-speech.org;2008;https://www.isca-speech.org/archive/interspeech_2008/i08_0928.html;https://infoscience.epfl.ch/record/145924/files/aradilla-idiap-rr-08-14.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
A system for context-dependent user modeling;"P Nurmi, A Salden, SL Lau, J Suomela… - … Conferences"" On the …, 2006 - Springer";2006;https://link.springer.com/chapter/10.1007/11915072_97;http://www.cs.helsinki.fi/u/lagerspe/publications/context-dependent.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
Autonomous service management for location and context aware service;CS Shih, KJ Lin, JJ Chou… - 2014 IEEE 7th …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6978617/;https://ieeexplore.ieee.org/iel7/6975728/6978154/06978617.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
Increasing accuracy of property predictions for embedded real-time components;J Fredriksson - 18th Euromicro Conference on Real-Time Systems, 2006 - Citeseer;2006;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.486.8874&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.486.8874&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Context-dependent task computing in pervasive environment;H Ni, X Zhou, D Zhang, NL Heng - International Symposium on …, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/11890348_10;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
Towards context-aware workflow management for ubiquitous computing;F Tang, M Guo, M Dong, M Li… - … on Embedded Software …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4595562/;https://ieeexplore.ieee.org/iel5/4595521/4595522/04595562.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
Bigraphical programming languages for pervasive computing;L Birkedal, M Bundgaard, TC Damgaard… - … of Pervasive 2006 …, 2006 - pure.au.dk;2006;http://pure.au.dk/portal/files/81783479/BirkedalEtAl_2006_BPL4PervasiveComp.pdf;http://pure.au.dk/portal/files/81783479/BirkedalEtAl_2006_BPL4PervasiveComp.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;31;No DOI available;;;;;;;;
Generic role assignment: A uniform middleware abstraction for configuration of pervasive systems;M Haroon, M Handte, PJ Marron - 2009 IEEE International …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/4912852/;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
A context dependent clock control mechanism for dynamically reconfigurable processors;H Amano, Y Hasegawa, S Abe… - … Conference on Field …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4101031/;https://ieeexplore.ieee.org/iel5/4095018/4100939/04101031.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
ALINE: a WYSIWYG protein-sequence alignment editor for publication-quality alignments;CS Bond, AW Schüttelkopf - Acta Crystallographica Section D …, 2009 - scripts.iucr.org;2009;https://scripts.iucr.org/cgi-bin/paper?kw5012;https://onlinelibrary.wiley.com/doi/pdf/10.1107/S0907444909007835;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;329;No DOI available;;;;;;;;
An extensible  self contained  layered approach to context acquisition;D Kramer, A Kocurova, S Oussena, T Clark… - Proceedings of the …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=2090322;https://repository.uwl.ac.uk/id/eprint/515/1/Kramer-etal-2011-An-extensible-self-contained-layered-approach-to-context.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;;;;;;;;
Matching large schemas: Approaches and evaluation;HH Do, E Rahm - Information Systems, 2007 - Elsevier;2007;https://www.sciencedirect.com/science/article/pii/S0306437906000780;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.149.4932&rep=rep1&type=pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;288;No DOI available;;;;;;;;
Sphinx-4: A flexible open source framework for speech recognition;W Walker, P Lamere, P Kwok, B Raj, R Singh… - 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1698193;http://www.cs.brandeis.edu/~cs136a/CS136a_docs/Sphinx_Sun_tr-2004-139.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;500;No DOI available;;;;;;;;
Programming Sensor Networks Using Remora Component Model;A Taherkordi, F Loiret, A Abdolrazaghi… - … on Distributed …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-13651-1_4;https://hal.archives-ouvertes.fr/docs/00/47/15/16/PDF/Remora_DCOSS10.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;;;;;;;;
Product data server for concurrent engineering in A/E/C;P Katranuschkov, J Hyvärinen - … of the 2nd European Conference on …, 1998 - academia.edu;1998;http://www.academia.edu/download/40356111/Product_Data_Server_for_Concurrent_Engin20151124-18518-1yp5pqh.pdf;http://www.academia.edu/download/40356111/Product_Data_Server_for_Concurrent_Engin20151124-18518-1yp5pqh.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Component-oriented programming;J Bosch, C Szyperski, W Weck - European Conference on Object-Oriented …, 2003 - Springer;2003;https://link.springer.com/chapter/10.1007/978-3-540-25934-3_5;https://www.researchgate.net/profile/Johan_Lilius/publication/31593918_Defining_Precise_Semantics_for_UML/links/09e4150bde61b94600000000.pdf#page=66;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;;;;;;;;
Generalization services on the web—classification and an initial prototype implementation;D Burghardt, M Neun, R Weibel - Cartography and geographic …, 2005 - Taylor & Francis;2005;https://www.tandfonline.com/doi/abs/10.1559/152304005775194665;https://www.tandfonline.com/doi/pdf/10.1559/152304005775194665;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;176;No DOI available;;;;;;;;
OWL-based context-dependent task modeling and deducing;H Ni, X Zhou, Z Yu, K Miao - 21st International Conference on …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4224211/;https://ieeexplore.ieee.org/iel5/4221005/4224052/04224211.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Artificial cognitive systems: From VLSI networks of spiking neurons to neuromorphic cognition;G Indiveri, E Chicca, RJ Douglas - Cognitive Computation, 2009 - Springer;2009;https://link.springer.com/article/10.1007/s12559-008-9003-6;https://link.springer.com/article/10.1007/s12559-008-9003-6;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;96;No DOI available;;;;;;;;
The form of the internationalization-performance relationship:“universal” or “context dependent”?;W Ruigrok, H Wagner… - AIB/JIBS paper …, 2004 - pdfs.semanticscholar.org;2004;https://pdfs.semanticscholar.org/d4f2/1430918fe6c4b0b24128f792eb674ef35643.pdf;https://pdfs.semanticscholar.org/d4f2/1430918fe6c4b0b24128f792eb674ef35643.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Autonomic context-dependent computer management;DF Bantz, S Depp, SJ Mastrianni - US Patent 7,209,961, 2007 - Google Patents;2007;https://patents.google.com/patent/US7209961B2/en;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Application of Service Oriented Architecture to Distributed Simulation;D Thomson - … and Simulation Technologies Conference and Exhibit, 2008 - arc.aiaa.org;2008;https://arc.aiaa.org/doi/pdf/10.2514/6.2008-7091;https://www.mitre.org/sites/default/files/pdf/08_1217.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Estimating execution time probability distributions in component-based real-time systems;R Perrone, R Macêdo, G Lima, V Lima - Proceedings of the …, 2008 - lasid.ufba.br;2008;http://www.lasid.ufba.br/publicacoes/teste/artigos/edistribution-wtr08.pdf;http://www.lasid.ufba.br/publicacoes/teste/artigos/edistribution-wtr08.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
A reconfiguration algorithm for distributed problem solving;B Dunin-Keplicz, R Verbrugge - Engineering Simulation, 2001 - researchgate.net;2001;https://www.researchgate.net/profile/Rineke_Verbrugge/publication/292509979_A_reconfiguration_algorithm_for_distributed_problem_solving/links/56d8c60408aebe4638b9389d/A-reconfiguration-algorithm-for-distributed-problem-solving.pdf;https://www.researchgate.net/profile/Rineke_Verbrugge/publication/292509979_A_reconfiguration_algorithm_for_distributed_problem_solving/links/56d8c60408aebe4638b9389d/A-reconfiguration-algorithm-for-distributed-problem-solving.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;;;;;;;;
Conceptualization of a real-time information processing platform for context-aware informing Cyber-Physical Systems;Y Li, I Horváth, Z Rusák, W van der Vegte… - Proceedings of ASME …, 2016 - researchgate.net;2016;https://www.researchgate.net/profile/Imre_Horvath/publication/301601856_Conceptualization_of_a_real-time_information_processing_platform_for_context-aware_informing_cyber-physical_systems/links/573a203208ae298602e37569/Conceptualization-of-a-real-time-information-processing-platform-for-context-aware-informing-cyber-physical-systems.pdf;https://www.researchgate.net/profile/Imre_Horvath/publication/301601856_Conceptualization_of_a_real-time_information_processing_platform_for_context-aware_informing_cyber-physical_systems/links/573a203208ae298602e37569/Conceptualization-of-a-real-time-information-processing-platform-for-context-aware-informing-cyber-physical-systems.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Facilitating context-awareness in composite mashup applications;S Pietschmann, C Radeck, K Meißner - Proceedings of the 3rd …, 2011 - researchgate.net;2011;https://www.researchgate.net/profile/Klaus_Meissner/publication/230629687_Facilitating_Context-Awareness_in_Composite_Mashup_Applications/links/53ed03570cf2981ada11672d.pdf;https://www.researchgate.net/profile/Klaus_Meissner/publication/230629687_Facilitating_Context-Awareness_in_Composite_Mashup_Applications/links/53ed03570cf2981ada11672d.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Roles for composite objects in object-oriented analysis and design;F Civello - 1993 - dml.wdfiles.com;1993;http://dml.wdfiles.com/local--files/papers:roles-for-composite-objects-in-object-oriented-analysis-and-design/Roles%20For%20Composite%20Objects%20In%20Object%20Oriented%20Analysis%20And%20Design.pdf;http://dml.wdfiles.com/local--files/papers:roles-for-composite-objects-in-object-oriented-analysis-and-design/Roles%20For%20Composite%20Objects%20In%20Object%20Oriented%20Analysis%20And%20Design.pdf;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;114;No DOI available;;;;;;;;
Context-dependent modulation reconfigures interactive sensory-mediated microcircuits in Caenorhabditis elegans;R Komuniecki, V Hapiak, G Harris, B Bamber - Current opinion in …, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0959438814000853;No PDF available;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
Survey of requirements and solutions for ubiquitous software;E Niemelä, J Latvakoski - … of the 3rd international conference on Mobile …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1052391;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.400.8958&rep=rep1&type=pdf#page=84;context-dependent+AND+distributed+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;103;No DOI available;;;;;;;;
